sample,position,conductance
25,0,0.0
25,1,0.0
25,10,0.0
25,11,0.0
25,12,0.0
25,13,0.0
25,14,0.0
25,15,0.0
25,16,0.0
25,17,0.0
25,18,0.004484717204944849
25,19,0.0
25,2,0.0
25,20,0.0
25,21,0.0
25,22,0.0
25,23,0.0
25,24,0.0
25,25,0.003924293098163527
25,26,0.0
25,27,0.003704918289614943
25,28,0.002361590910007175
25,29,0.024481275435280128
25,3,0.0
25,30,0.18071108002880523
25,31,0.014527594132557919
25,32,0.0
25,33,0.0
25,34,0.0
25,35,0.0
25,36,0.0012042038377511825
25,37,0.0
25,38,0.0
25,39,0.0
25,4,0.0
25,40,0.0
25,41,0.0504634454695973
25,42,0.023451171561903298
25,43,0.0
25,44,0.036421036863734546
25,45,0.0
25,46,0.0
25,47,0.0
25,48,0.0
25,49,0.0008370209687144994
25,5,0.0
25,50,0.06387766150269004
25,51,0.06426495375470974
25,52,0.09962715249800139
25,53,0.04441436252620643
25,54,0.0
25,55,0.0002587957895477814
25,56,0.0004814326224384601
25,57,0.0
25,58,0.00034791544720231486
25,59,0.0
25,6,0.0
25,60,0.0
25,61,0.07134887182654233
25,62,0.014841238186692423
25,63,0.08422791906442993
25,64,0.037730256639319136
25,65,0.0
25,66,0.0
25,67,3.2622360064638873
25,68,0.0
25,69,1.670086765779158
25,7,0.0
25,70,0.0
25,71,0.0735380942035593
25,72,0.044561298315070455
25,73,0.11865070419192937
25,74,0.06123452565265176
25,75,0.0
25,76,0.0
25,77,0.10485761908192959
25,78,0.004522073808836498
25,79,0.002897757950857916
25,8,0.0025179443552642497
25,80,0.02831362435424712
25,81,0.009450172749157854
25,82,0.34521005514040204
25,83,0.0
25,84,0.0
25,85,0.0
25,86,0.0
25,87,0.0
25,88,0.18647281201759724
25,89,0.012813564981720392
25,9,0.0029430756818428386
25,90,0.0
25,91,0.0
25,92,0.0
25,93,0.0
25,94,0.0
25,95,0.0
25,96,0.0
22,0,0.0
22,1,0.0
22,10,0.0
22,11,0.0
22,12,0.0
22,13,0.09994928287817377
22,14,0.13654605391169813
22,15,0.12515510293113247
22,16,0.11670296128762707
22,17,0.11569582443852816
22,18,0.06679895404289216
22,19,0.0
22,2,0.0
22,20,0.0
22,21,0.0
22,22,0.08378094800895473
22,23,0.07203685652563359
22,24,0.1358384663293797
22,25,0.11276745924201412
22,26,0.2243286899858262
22,27,0.11844970989127833
22,28,0.12342405118642245
22,29,0.09023362193697938
22,3,0.0
22,30,0.0
22,31,0.0
22,32,0.0
22,33,0.08480918992382008
22,34,0.05584436621889722
22,35,0.128277395836922
22,36,0.10450307481636381
22,37,0.06452052356377082
22,38,0.21408865441763522
22,39,0.11420617085308417
22,4,0.0
22,40,0.08462350428711736
22,41,0.1930573009237929
22,42,0.0
22,43,0.01991947466995493
22,44,0.04475486275170094
22,45,0.0
22,46,0.15216443584546308
22,47,0.0726124921805422
22,48,0.08879269961645354
22,49,0.5707642949752275
22,5,0.0
22,50,0.12324795331367522
22,51,0.08021027007714622
22,52,0.014695268417474936
22,53,0.0
22,54,0.0
22,55,0.046593046546919405
22,56,0.010663267257686886
22,57,0.12949375710596986
22,58,0.12865400343689973
22,59,0.12574466665223594
22,6,0.0762364296432505
22,60,0.0769336278206066
22,61,0.1100248428236178
22,62,0.06579007346213586
22,63,0.1403648925747372
22,64,0.0
22,65,0.0
22,66,0.0
22,67,0.0
22,68,0.09408769080311638
22,69,0.1207639666546535
22,7,0.0
22,70,0.05875423890850067
22,71,0.0
22,72,0.05451483703062041
22,73,0.06092330486996529
22,74,0.0
22,75,0.0
22,76,0.0
22,77,0.0
22,78,0.06698926142999485
22,79,0.06397921662567575
22,8,0.0
22,80,0.07409311090722567
22,81,0.0
22,82,0.069699455945961
22,83,0.0
22,84,0.0
22,85,0.0
22,86,0.0
22,87,0.0
22,88,0.0
22,89,0.0
22,9,0.0
22,90,0.0
22,91,0.0
22,92,0.0
22,93,0.0
22,94,0.0
22,95,0.0
22,96,0.0
14,0,0.0
14,1,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.04635393827694993
14,14,0.01874788224256971
14,15,0.002386364639721495
14,16,0.0
14,17,0.004054360283486662
14,18,0.01599596846751298
14,19,0.0
14,2,0.0
14,20,0.0
14,21,0.0
14,22,0.08289629223832537
14,23,0.05751009548647623
14,24,0.04591396686802234
14,25,0.0
14,26,0.0011110303497859231
14,27,0.03477248450320761
14,28,0.03428561464751987
14,29,0.04237651875929785
14,3,0.0
14,30,0.0
14,31,0.0
14,32,0.07884055280968298
14,33,0.06909895651691507
14,34,0.11645303357657041
14,35,0.027406060247290354
14,36,0.02535350160923201
14,37,0.0
14,38,0.04830791020291011
14,39,0.037448743369967466
14,4,0.0
14,40,0.06088147681068033
14,41,0.043983974124856356
14,42,0.0
14,43,0.0
14,44,0.097380248725849
14,45,0.029553390014483687
14,46,0.07925950785733465
14,47,0.054989633668487255
14,48,0.03663599597035445
14,49,0.03160263318557296
14,5,0.0
14,50,0.04278213181040351
14,51,0.06731496426561077
14,52,0.054086065069167764
14,53,0.0
14,54,0.0
14,55,0.12948235543942424
14,56,0.0
14,57,0.2415079508040023
14,58,0.07570764066925764
14,59,0.0723958726285633
14,6,0.0
14,60,0.05055038719971759
14,61,0.0629546053227399
14,62,0.12157401178347424
14,63,0.0
14,64,0.0
14,65,0.0
14,66,0.0
14,67,0.12732054192351688
14,68,0.10954050886260959
14,69,0.09519496609019311
14,7,0.0
14,70,0.09685995924824768
14,71,0.11289322929308354
14,72,0.10471920853222186
14,73,0.09778199699334325
14,74,0.0
14,75,0.0
14,76,0.0
14,77,0.0
14,78,0.12166975751304229
14,79,0.1359705666456818
14,8,0.0
14,80,0.1439573886129705
14,81,0.08426882260022406
14,82,0.0
14,83,0.0
14,84,0.0
14,85,0.0
14,86,0.0
14,87,0.0
14,88,0.0
14,89,0.0
14,9,0.0
14,90,0.0
14,91,0.0
14,92,0.0
14,93,0.0
14,94,0.0
14,95,0.0
14,96,0.0
13,0,0.0
13,1,0.1358258937125514
13,10,0.11437081550884591
13,11,0.0
13,12,0.12936821001709134
13,13,0.15211710061329262
13,14,0.15220394023386133
13,15,0.14609931017123562
13,16,0.13724814719902997
13,17,0.18433019541897322
13,18,0.17422337751679667
13,19,0.10449931504431104
13,2,0.0
13,20,0.0
13,21,0.09415100974604172
13,22,0.16311174331151554
13,23,0.1567043025628764
13,24,0.1672084219537969
13,25,0.22083589509544133
13,26,0.19720679118209555
13,27,0.19880910505939348
13,28,0.16343867500733134
13,29,0.12500591545849934
13,3,0.0
13,30,0.07399796970713397
