Unnamed: 0,Current,Voltage,sample,position
0,0.0,4.69468,25,0
1,0.0002,10.0019,25,0
2,0.0004,10.0017,25,0
3,0.0006,10.0017,25,0
4,0.0008,10.0017,25,0
5,0.001,10.0017,25,0
0,0.0,4.26839,25,1
1,0.0002,10.0021,25,1
2,0.0004,10.0018,25,1
3,0.0006,10.0018,25,1
4,0.0008,10.0018,25,1
5,0.001,10.0018,25,1
0,0.0,0.000565052,25,10
1,0.0002,10.0023,25,10
2,0.0004,10.0024,25,10
3,0.0006,10.0022,25,10
4,0.0008,10.0022,25,10
5,0.001,10.0022,25,10
0,0.0,0.000948906,25,11
1,0.0002,10.0022,25,11
2,0.0004,10.0022,25,11
3,0.0006,10.002,25,11
4,0.0008,10.002,25,11
5,0.001,10.002,25,11
0,0.0,4.05389,25,12
1,0.0002,10.0018,25,12
2,0.0004,10.0016,25,12
3,0.0006,10.0016,25,12
4,0.0008,10.0016,25,12
5,0.001,10.0016,25,12
0,0.0,4.72445,25,13
1,0.0002,10.0017,25,13
2,0.0004,10.0015,25,13
3,0.0006,10.0015,25,13
4,0.0008,10.0015,25,13
5,0.001,10.0015,25,13
0,0.0,4.07524,25,14
1,0.0002,10.0019,25,14
2,0.0004,10.0017,25,14
3,0.0006,10.0017,25,14
4,0.0008,10.0017,25,14
5,0.001,10.0017,25,14
0,0.0,0.314369,25,15
1,0.0002,10.0022,25,15
2,0.0004,10.0021,25,15
3,0.0006,10.002,25,15
4,0.0008,10.002,25,15
5,0.001,10.002,25,15
0,0.0,0.0363207,25,16
1,0.0002,10.0022,25,16
2,0.0004,10.0021,25,16
3,0.0006,10.0019,25,16
4,0.0008,10.0019,25,16
5,0.001,10.0019,25,16
0,0.0,0.0354815,25,17
1,0.0002,10.0022,25,17
2,0.0004,10.0021,25,17
3,0.0006,10.0019,25,17
4,0.0008,10.0019,25,17
5,0.001,10.0019,25,17
0,0.0,-0.0640559,25,18
1,0.0002,0.104342,25,18
2,0.0004,0.183597,25,18
3,0.0006,0.232375,25,18
4,0.0008,0.266478,25,18
5,0.001,0.285881,25,18
0,0.0,0.00011920899999999999,25,19
1,0.0002,-0.00424862,25,19
2,0.0004,-0.0082016,25,19
3,0.0006,-0.00724316,25,19
4,0.0008,-0.0149894,25,19
5,0.001,-0.0252318,25,19
0,0.0,4.94712,25,2
1,0.0002,10.0018,25,2
2,0.0004,10.0016,25,2
3,0.0006,10.0016,25,2
4,0.0008,10.0015,25,2
5,0.001,10.0015,25,2
0,0.0,0.0724459,25,20
1,0.0002,1.69375,25,20
2,0.0004,10.0019,25,20
3,0.0006,10.0022,25,20
4,0.0008,10.0019,25,20
5,0.001,10.0019,25,20
0,0.0,5.140680000000001,25,21
1,0.0002,10.0017,25,21
2,0.0004,10.0016,25,21
3,0.0006,10.0016,25,21
4,0.0008,10.0015,25,21
5,0.001,10.0016,25,21
0,0.0,3.46841,25,22
1,0.0002,10.0021,25,22
2,0.0004,10.0018,25,22
3,0.0006,10.0018,25,22
4,0.0008,10.0017,25,22
5,0.001,10.0017,25,22
0,0.0,3.5547699999999995,25,23
1,0.0002,10.0016,25,23
2,0.0004,10.0019,25,23
3,0.0006,10.0024,25,23
4,0.0008,10.0022,25,23
5,0.001,10.0023,25,23
0,0.0,3.75023,25,24
1,0.0002,10.0017,25,24
2,0.0004,10.0021,25,24
3,0.0006,10.0019,25,24
4,0.0008,10.0019,25,24
5,0.001,10.0019,25,24
0,0.0,0.00128269,25,25
1,0.0002,0.0520396,25,25
2,0.0004,0.103228,25,25
3,0.0006,0.153949,25,25
4,0.0008,0.205224,25,25
5,0.001,0.25598000000000004,25,25
0,0.0,-0.933549,25,26
1,0.0002,-0.346434,25,26
2,0.0004,0.024905200000000002,25,26
3,0.0006,0.270181,25,26
4,0.0008,0.44533,25,26
5,0.001,0.575593,25,26
0,0.0,0.010359299999999998,25,27
1,0.0002,0.0652337,25,27
2,0.0004,0.120065,25,27
3,0.0006,0.17385,25,27
4,0.0008,0.22746100000000002,25,27
5,0.001,0.280142,25,27
0,0.0,0.00538349,25,28
1,0.0002,0.149944,25,28
2,0.0004,0.24776700000000002,25,28
3,0.0006,0.320878,25,28
4,0.0008,0.384579,25,28
5,0.001,0.442801,25,28
0,0.0,0.000300407,25,29
1,0.0002,0.00861645,25,29
2,0.0004,0.0168753,25,29
3,0.0006,0.025041099999999997,25,29
4,0.0008,0.033168800000000005,25,29
5,0.001,0.041122399999999996,25,29
0,0.0,0.00099659,25,3
1,0.0002,10.0021,25,3
2,0.0004,10.002,25,3
3,0.0006,10.0019,25,3
4,0.0008,10.0019,25,3
5,0.001,10.0019,25,3
0,0.0,0.000116825,25,30
1,0.0002,0.00133991,25,30
2,0.0004,0.00244856,25,30
3,0.0006,0.00353098,25,30
4,0.0008,0.00462055,25,30
5,0.001,0.00567913,25,30
0,0.0,0.00047206900000000004,25,31
1,0.0002,0.0142264,25,31
2,0.0004,0.028038,25,31
3,0.0006,0.041766199999999996,25,31
4,0.0008,0.055573000000000004,25,31
5,0.001,0.06928680000000001,25,31
0,0.0,0.00100136,25,32
1,0.0002,10.0022,25,32
2,0.0004,10.0021,25,32
3,0.0006,10.002,25,32
4,0.0008,10.002,25,32
5,0.001,10.002,25,32
0,0.0,0.00100374,25,33
1,0.0002,10.0022,25,33
2,0.0004,10.0021,25,33
3,0.0006,10.0019,25,33
4,0.0008,10.0019,25,33
5,0.001,10.0019,25,33
0,0.0,4.08469,25,34
1,0.0002,10.0019,25,34
2,0.0004,10.0018,25,34
3,0.0006,10.0017,25,34
4,0.0008,10.0017,25,34
5,0.001,10.0017,25,34
0,0.0,0.000913143,25,35
1,0.0002,10.0021,25,35
2,0.0004,10.002,25,35
3,0.0006,10.0018,25,35
4,0.0008,10.0018,25,35
5,0.001,10.0019,25,35
0,0.0,0.00390053,25,36
1,0.0002,0.168848,25,36
2,0.0004,0.33529000000000003,25,36
3,0.0006,0.500696,25,36
4,0.0008,0.66781,25,36
5,0.001,0.8340360000000001,25,36
0,0.0,-1.27734,25,37
1,0.0002,-0.383742,25,37
2,0.0004,0.402343,25,37
3,0.0006,1.10027,25,37
4,0.0008,1.7947799999999998,25,37
5,0.001,10.0018,25,37
0,0.0,0.00054121,25,38
1,0.0002,10.0024,25,38
2,0.0004,10.0025,25,38
3,0.0006,10.0023,25,38
4,0.0008,10.0023,25,38
5,0.001,10.0023,25,38
0,0.0,0.00109434,25,39
1,0.0002,10.0023,25,39
2,0.0004,10.0022,25,39
3,0.0006,10.002,25,39
4,0.0008,10.0021,25,39
5,0.001,10.0021,25,39
0,0.0,3.20991,25,4
1,0.0002,10.0021,25,4
2,0.0004,10.0021,25,4
3,0.0006,10.0019,25,4
4,0.0008,10.0018,25,4
5,0.001,10.0018,25,4
0,0.0,-0.914977,25,40
1,0.0002,-0.49668599999999996,25,40
2,0.0004,-0.235531,25,40
3,0.0006,-0.0631738,25,40
4,0.0008,0.0650525,25,40
5,0.001,0.166166,25,40
0,0.0,0.000231266,25,41
1,0.0002,0.00422239,25,41
2,0.0004,0.00819683,25,41
3,0.0006,0.012137899999999998,25,41
4,0.0008,0.0161099,25,41
5,0.001,0.020053400000000002,25,41
0,0.0,0.00033140199999999996,25,42
1,0.0002,0.00889778,25,42
2,0.0004,0.0174141,25,42
3,0.0006,0.0259137,25,42
4,0.0008,0.034489599999999995,25,42
5,0.001,0.0429749,25,42
0,0.0,0.0632262,25,43
1,0.0002,10.0022,25,43
2,0.0004,10.0021,25,43
3,0.0006,10.002,25,43
4,0.0008,10.002,25,43
5,0.001,10.002,25,43
0,0.0,0.00022172900000000002,25,44
1,0.0002,0.00577688,25,44
2,0.0004,0.011272399999999998,25,44
3,0.0006,0.0167274,25,44
4,0.0008,0.0222278,25,44
5,0.001,0.027699500000000002,25,44
0,0.0,5.31399,25,45
1,0.0002,10.0017,25,45
2,0.0004,10.0016,25,45
3,0.0006,10.0016,25,45
4,0.0008,10.0016,25,45
5,0.001,10.0016,25,45
0,0.0,0.09121180000000001,25,46
1,0.0002,10.0021,25,46
2,0.0004,10.002,25,46
3,0.0006,10.0018,25,46
4,0.0008,10.0018,25,46
5,0.001,10.0018,25,46
0,0.0,9.53674e-05,25,47
1,0.0002,-0.00039815900000000003,25,47
2,0.0004,-0.0009799,25,47
3,0.0006,0.00338793,25,47
4,0.0008,10.0021,25,47
5,0.001,10.002,25,47
0,0.0,1.83233,25,48
1,0.0002,10.0022,25,48
2,0.0004,10.0021,25,48
3,0.0006,10.002,25,48
4,0.0008,10.002,25,48
5,0.001,10.002,25,48
0,0.0,0.00601292,25,49
1,0.0002,0.244067,25,49
2,0.0004,0.484009,25,49
3,0.0006,0.722096,25,49
4,0.0008,0.9620569999999999,25,49
5,0.001,1.2002,25,49
0,0.0,4.3335099999999995,25,5
1,0.0002,10.0019,25,5
2,0.0004,10.0018,25,5
3,0.0006,10.0018,25,5
4,0.0008,10.0019,25,5
5,0.001,10.0019,25,5
0,0.0,0.000169277,25,50
1,0.0002,0.00333071,25,50
2,0.0004,0.00644207,25,50
3,0.0006,0.00957966,25,50
4,0.0008,0.0126743,25,50
5,0.001,0.015852500000000002,25,50
0,0.0,0.000166893,25,51
1,0.0002,0.00330925,25,51
2,0.0004,0.00646353,25,51
3,0.0006,0.00952721,25,51
4,0.0008,0.0126362,25,51
5,0.001,0.0157428,25,51
0,0.0,0.000150204,25,52
1,0.0002,0.00219345,25,52
2,0.0004,0.00418663,25,52
3,0.0006,0.00617027,25,52
4,0.0008,0.0082159,25,52
5,0.001,0.010192399999999999,25,52
0,0.0,0.000195503,25,53
1,0.0002,0.00478506,25,53
2,0.0004,0.00925303,25,53
3,0.0006,0.013735299999999997,25,53
4,0.0008,0.018255700000000003,25,53
5,0.001,0.022738,25,53
0,0.0,4.16065,25,54
1,0.0002,10.0019,25,54
2,0.0004,10.0018,25,54
3,0.0006,10.0018,25,54
4,0.0008,10.0018,25,54
5,0.001,10.0017,25,54
0,0.0,0.017902900000000003,25,55
1,0.0002,0.765674,25,55
2,0.0004,1.52575,25,55
3,0.0006,2.29109,25,55
4,0.0008,3.08015,25,55
5,0.001,3.88582,25,55
0,0.0,0.0107574,25,56
1,0.0002,0.4246,25,56
2,0.0004,0.842016,25,56
3,0.0006,1.25559,25,56
4,0.0008,1.67305,25,56
5,0.001,2.08696,25,56
0,0.0,-1.33992,25,57
1,0.0002,-0.8735440000000001,25,57
2,0.0004,-0.42182,25,57
3,0.0006,0.026059199999999998,25,57
4,0.0008,0.477059,25,57
5,0.001,0.9243319999999999,25,57
0,0.0,0.0145268,25,58
1,0.0002,0.586805,25,58
2,0.0004,1.16365,25,58
3,0.0006,1.73617,25,58
4,0.0008,2.31397,25,58
5,0.001,2.88769,25,58
0,0.0,0.00273705,25,59
1,0.0002,10.0021,25,59
2,0.0004,10.002,25,59
3,0.0006,10.0018,25,59
4,0.0008,10.0018,25,59
5,0.001,10.0018,25,59
0,0.0,4.10571,25,6
1,0.0002,10.0019,25,6
2,0.0004,10.0019,25,6
3,0.0006,10.0019,25,6
4,0.0008,10.002,25,6
5,0.001,10.0021,25,6
0,0.0,4.75738,25,60
1,0.0002,10.0017,25,60
2,0.0004,10.0016,25,60
3,0.0006,10.0016,25,60
4,0.0008,10.0017,25,60
5,0.001,10.0017,25,60
0,0.0,0.00014782,25,61
1,0.0002,0.00303507,25,61
2,0.0004,0.00581264,25,61
3,0.0006,0.00859022,25,61
4,0.0008,0.0114274,25,61
5,0.001,0.014178799999999998,25,61
0,0.0,0.000460148,25,62
1,0.0002,0.0139189,25,62
2,0.0004,0.027437200000000002,25,62
3,0.0006,0.0408864,25,62
4,0.0008,0.0544,25,62
5,0.001,0.0678134,25,62
0,0.0,0.000138283,25,63
1,0.0002,0.00251055,25,63
2,0.0004,0.00480413,25,63
3,0.0006,0.00715256,25,63
4,0.0008,0.00966549,25,63
5,0.001,0.011997200000000001,25,63
0,0.0,0.00022172900000000002,25,64
1,0.0002,0.00560522,25,64
2,0.0004,0.010879,25,64
3,0.0006,0.0161719,25,64
4,0.0008,0.0214648,25,64
5,0.001,0.0267529,25,64
0,0.0,4.30215,25,65
1,0.0002,10.002,25,65
2,0.0004,10.0017,25,65
3,0.0006,10.0017,25,65
4,0.0008,10.0017,25,65
5,0.001,10.0017,25,65
0,0.0,0.0535774,25,66
1,0.0002,10.0022,25,66
2,0.0004,10.002,25,66
3,0.0006,10.002,25,66
4,0.0008,10.0019,25,66
5,0.001,10.0019,25,66
0,0.0,8.34465e-05,25,67
1,0.0002,0.000214577,25,67
2,0.0004,0.000293255,25,67
3,0.0006,0.000340939,25,67
4,0.0008,0.000369549,25,67
5,0.001,0.00041008,25,67
0,0.0,0.0006175040000000001,25,68
1,0.0002,10.0024,25,68
2,0.0004,10.0025,25,68
3,0.0006,10.0023,25,68
4,0.0008,10.0022,25,68
5,0.001,10.0022,25,68
0,0.0,7.15256e-05,25,69
1,0.0002,0.000269413,25,69
2,0.0004,0.000371933,25,69
3,0.0006,0.00048637400000000003,25,69
4,0.0008,0.00061512,25,69
5,0.001,0.000679493,25,69
0,0.0,0.000956059,25,7
1,0.0002,10.0023,25,7
2,0.0004,10.0022,25,7
3,0.0006,10.002,25,7
4,0.0008,10.002,25,7
5,0.001,10.002,25,7
0,0.0,4.27251,25,70
1,0.0002,10.0022,25,70
2,0.0004,10.002,25,70
3,0.0006,10.0019,25,70
4,0.0008,10.0019,25,70
5,0.001,10.0019,25,70
0,0.0,0.00015497200000000002,25,71
1,0.0002,0.00292301,25,71
2,0.0004,0.00562191,25,71
3,0.0006,0.00835896,25,71
4,0.0008,0.0110507,25,71
5,0.001,0.013768700000000002,25,71
0,0.0,0.000214577,25,72
1,0.0002,0.00475168,25,72
2,0.0004,0.00928879,25,72
3,0.0006,0.013721,25,72
4,0.0008,0.018200900000000002,25,72
5,0.001,0.022675999999999998,25,72
0,0.0,0.000133514,25,73
1,0.0002,0.00186443,25,73
2,0.0004,0.00356197,25,73
3,0.0006,0.00524282,25,73
4,0.0008,0.00689507,25,73
5,0.001,0.008578299999999999,25,73
0,0.0,0.00017166099999999998,25,74
1,0.0002,0.0034833,25,74
2,0.0004,0.0067544,25,74
3,0.0006,0.0100017,25,74
4,0.0008,0.013258500000000001,25,74
5,0.001,0.01652,25,74
0,0.0,0.21173499999999998,25,75
1,0.0002,10.0022,25,75
2,0.0004,10.0021,25,75
3,0.0006,10.002,25,75
4,0.0008,10.002,25,75
5,0.001,10.0019,25,75
0,0.0,4.15787,25,76
1,0.0002,10.002,25,76
2,0.0004,10.0018,25,76
3,0.0006,10.0018,25,76
4,0.0008,10.0018,25,76
5,0.001,10.0018,25,76
0,0.0,0.00013113,25,77
1,0.0002,0.00208855,25,77
2,0.0004,0.0039959,25,77
3,0.0006,0.00589132,25,77
4,0.0008,0.00781059,25,77
5,0.001,0.00967026,25,77
0,0.0,0.00122547,25,78
1,0.0002,0.04532340000000001,25,78
2,0.0004,0.08977410000000001,25,78
3,0.0006,0.133748,25,78
4,0.0008,0.178232,25,78
5,0.001,0.22227800000000003,25,78
0,0.0,0.00190496,25,79
1,0.0002,0.0706005,25,79
2,0.0004,0.139904,25,79
3,0.0006,0.208659,25,79
4,0.0008,0.278039,25,79
5,0.001,0.346823,25,79
0,0.0,0.00218153,25,8
1,0.0002,0.08120060000000001,25,8
2,0.0004,0.16086099999999998,25,8
3,0.0006,0.240037,25,8
4,0.0008,0.319843,25,8
5,0.001,0.39916999999999997,25,8
0,0.0,0.000276566,25,80
1,0.0002,0.00738859,25,80
2,0.0004,0.0144625,25,80
3,0.0006,0.0214815,25,80
4,0.0008,0.028557799999999998,25,80
5,0.001,0.0356174,25,80
0,0.0,0.041210699999999996,25,81
1,0.0002,0.0631452,25,81
2,0.0004,0.0844717,25,81
3,0.0006,0.105419,25,81
4,0.0008,0.126448,25,81
5,0.001,0.14718499999999998,25,81
0,0.0,0.000104904,25,82
1,0.0002,0.000755787,25,82
2,0.0004,0.00130653,25,82
3,0.0006,0.00185728,25,82
4,0.0008,0.00246763,25,82
5,0.001,0.00302315,25,82
0,0.0,0.142324,25,83
1,0.0002,10.0022,25,83
2,0.0004,10.0021,25,83
3,0.0006,10.0019,25,83
4,0.0008,10.0019,25,83
5,0.001,10.0019,25,83
0,0.0,0.0363517,25,84
1,0.0002,10.0021,25,84
2,0.0004,10.002,25,84
3,0.0006,10.0019,25,84
4,0.0008,10.0019,25,84
5,0.001,10.0019,25,84
0,0.0,0.25348899999999996,25,85
1,0.0002,10.0023,25,85
2,0.0004,10.0022,25,85
3,0.0006,10.002,25,85
4,0.0008,10.002,25,85
5,0.001,10.002,25,85
0,0.0,0.0006628039999999999,25,86
1,0.0002,10.0024,25,86
2,0.0004,10.0025,25,86
3,0.0006,10.0023,25,86
4,0.0008,10.0023,25,86
5,0.001,10.0023,25,86
0,0.0,8.34465e-05,25,87
1,0.0002,0.0022006,25,87
2,0.0004,10.0022,25,87
3,0.0006,10.0021,25,87
4,0.0008,10.0019,25,87
5,0.001,10.0019,25,87
0,0.0,9.05991e-05,25,88
1,0.0002,0.00124931,25,88
2,0.0004,0.00229836,25,88
3,0.0006,0.00334978,25,88
4,0.0008,0.00442743,25,88
5,0.001,0.00548124,25,88
0,0.0,0.00047206900000000004,25,89
1,0.0002,0.0160789,25,89
2,0.0004,0.0317669,25,89
3,0.0006,0.04729269999999999,25,89
4,0.0008,0.0629926,25,89
5,0.001,0.0784779,25,89
0,0.0,0.00174999,25,9
1,0.0002,0.06935830000000001,25,9
2,0.0004,0.137622,25,9
3,0.0006,0.205352,25,9
4,0.0008,0.27357800000000004,25,9
