INPUT_fuel_oxidizer_ratio,INPUT_acac_amount,INPUT_concentration,INPUT_anneal_temperature,sample
2.496908511941655,0.5310012255921716,0.005745271889201996,220.0,0
0.5384112023418725,0.677168614383144,0.011095312242393159,260.0,1
1.9850966807977553,1.0,0.011426129771640401,200.0,2
0.5761591062424644,0.0,0.0058593433034096485,220.0,3
1.0926561647298125,0.17091583564293397,0.011378997685666283,260.0,4
0.5846433648043702,0.6156894226854689,0.011410308579179363,200.0,5
1.1801587220733296,0.8120988136751406,0.005824728230770808,220.0,6
1.9234892647898525,1.0,0.01151132434291255,260.0,7
1.2107139655557164,0.5618933117517904,0.005968896289851967,207.74632263183594,8
1.3309843953342528,0.8552738192710329,0.006707145027528293,203.63978576660156,9
0.6044573964899562,0.9196157865864345,0.0065418175653140865,198.91786193847656,10
0.49696339667069633,0.02657844391707171,0.005884644971724712,196.2642059326172,11
0.9838203967905594,0.9842388110054265,0.008034581105753396,203.85365295410156,12
0.9733775782100099,0.7784178456919909,0.006038253141543131,224.39215087890625,13
1.8437905846908973,0.7688813169439362,0.006132206651597174,223.81964111328125,14
1.0712605959801444,0.7484340410971777,0.0063165768425672035,212.4146728515625,15
0.4558044661224205,0.8359286091965519,0.006767347800495996,200.58636474609375,16
1.0683433777584055,0.17893451105813724,0.009422428187807674,188.35562133789062,17
1.6661135526980482,0.5107518517748874,0.010361322644198876,181.1585235595703,18
1.456046982465761,0.7809171721421294,0.009001070840612375,180.24844360351562,19
2.045202870063065,0.3426058349694802,0.007934997130474577,264.33807373046875,20
1.0612507499486086,0.9354109460914304,0.010614414332820501,184.25584411621094,21
1.4609105510931568,0.9724938223982325,0.0100438315364936,229.1809539794922,22
1.2924912097175645,0.5190575054092438,0.007297993165158463,260.7192687988281,23
1.1392717958360543,0.5565314889396008,0.009066031787669931,249.66586303710938,24
0.28228226148701163,0.3702849645412951,0.010111712739785122,276.82989501953125,25
0.5385452623092929,0.7093839581678246,0.008811004877949568,223.42251586914062,26
1.1042245405552302,0.5878509636283928,0.00711048065606626,202.95257568359375,27
0.8870463764327371,0.6132464696843766,0.010302175099222606,200.28269958496094,28
0.40880414015540617,0.6547844717972972,0.00865381073454059,196.36221313476562,29
0.5658839751673991,0.5976979124776296,0.007998870749730332,180.230712890625,30
1.451912380356355,0.6652570883974823,0.0072889968768491825,239.50978088378906,31
0.8813357105676817,0.26295630461634073,0.009274368595561001,184.1900177001953,32
1.627293173714781,0.413586381404879,0.00805839882978703,253.50442504882812,33
1.550185594937927,0.40050552982525317,0.009221783848839208,193.23020935058594,34
0.6886090721575489,0.7560300115816592,0.006270337353172496,257.7873229980469,35
1.6807514252264497,0.6125256893412833,0.00851548614870474,194.8937225341797,36
0.11782703800468623,0.3125751417840876,0.007519885187944301,209.07122802734375,37
1.3200234706977432,0.33081203311801394,0.010484636741001137,198.5233612060547,38
0.11203988631994626,0.0010899977412876431,0.0077327930858798475,194.1928253173828,39
1.2545621478909486,0.03495190951213248,0.009725549995270647,277.3482360839844,40
1.7955439510384226,0.3176776145614641,0.007094101963926964,272.1824951171875,41
0.9573939191212372,0.9995438901675069,0.009925548156317349,251.5506591796875,42
2.1487509233284503,0.46857364638857213,0.007999353666899234,189.07164001464844,43
1.804398073606566,0.6117851619878648,0.007963646781263163,247.5609130859375,44
1.7972866226143875,0.7596929022647944,0.007699709497735614,247.83984375,45
0.09520211359960341,0.34281928115691074,0.008343555762163979,217.52264404296875,46
1.7903104252833633,0.5172017776152368,0.00841548135803758,200.59918212890625,47
0.23347359909608995,0.9712619646990445,0.008876919007319406,206.45947265625,48
1.1189358207848297,0.005337040581486798,0.010671151824916788,194.48753356933594,49
0.46238724922381114,0.7403876216878182,0.009005376627166566,264.82647705078125,50
1.4788637732385355,0.195775660532477,0.007317568586407947,247.28472900390625,51
0.5779276011164723,0.7968157091681113,0.010314274610143993,226.439208984375,52
0.6217582460075501,0.5087842037809964,0.008555247623953243,213.7967071533203,53
0.6306614805155693,0.7639789084016607,0.007070837262677149,257.6376647949219,54
0.21933391399714167,0.9201791315446137,0.008531766783573256,205.5087432861328,55
1.4052731922524848,0.7981866219553709,0.008820106979647642,203.1072540283203,56
2.00068040066468,0.26240599962940253,0.006510055619890771,252.5382843017578,57
1.9639876464081034,0.8705028082837837,0.011518250773242485,247.1460723876953,58
0.9575647403467341,0.6997242439879657,0.008988997332777223,247.55430603027344,59
0.4430225931771062,0.4180293607573921,0.009929838489481351,200.88925170898438,60
0.17857848650561714,0.16628587519288412,0.008211365108447532,241.57058715820312,61
0.841344960020569,0.5885400722182533,0.006325993049837862,180.4064483642578,62
0.35447854957449665,0.8605138128957428,0.01134297064785626,256.3056640625,63
0.9206290542017717,0.796492363042353,0.010375000664325737,260.9374694824219,64
1.0959515364853947,0.9888758977669162,0.007122318042748913,270.8951416015625,65
1.3720818565914643,0.27492698339242,0.00887603549327243,275.42364501953125,66
1.3620209791891973,0.9898314396220886,0.006778750783655441,196.66957092285156,67
0.28355797309807906,0.7482303297547551,0.008858833094403723,241.33154296875,68
0.9519144379757363,0.5891970667508564,0.009621477042046175,276.356689453125,69
0.7414119882219734,0.4778306927679864,0.009334814967106876,197.4940643310547,70
0.7102304229209612,0.8640684855133774,0.007093665249996164,234.61212158203125,71
