time(s),temp(C),target_temp,ramp_time,hold_time,stage
0.005017280578613281,22.7,185.0791015625,0.75,450,RAMP
0.15799903869628906,22.7,185.0791015625,0.75,450,RAMP
0.3210020065307617,22.7,185.0791015625,0.75,450,RAMP
0.5089993476867676,22.7,185.0791015625,0.75,450,RAMP
0.717008113861084,22.7,185.0791015625,0.75,450,RAMP
0.8630106449127197,22.7,185.0791015625,0.75,450,RAMP
1.0040037631988525,22.7,185.0791015625,0.75,450,RAMP
1.130012035369873,22.7,185.1,0.75,450,RAMP
1.3440191745758057,22.7,185.1,0.75,450,RAMP
1.519000768661499,22.7,185.1,0.75,450,RAMP
1.6580069065093994,22.7,185.1,0.75,450,RAMP
1.8050906658172607,22.7,185.1,0.75,450,RAMP
1.9280915260314941,22.7,185.1,0.75,450,RAMP
2.0750861167907715,22.7,185.1,0.75,450,RAMP
2.220125198364258,22.7,185.1,0.75,450,RAMP
2.366093873977661,22.7,185.1,0.75,450,RAMP
2.525090456008911,22.7,185.1,0.75,450,RAMP
2.6880877017974854,22.7,185.1,0.75,450,RAMP
2.8470940589904785,22.8,185.1,0.75,450,RAMP
3.052166700363159,22.8,185.1,0.75,450,RAMP
3.1961700916290283,22.8,185.1,0.75,450,RAMP
3.3401660919189453,22.8,185.1,0.75,450,RAMP
3.4811739921569824,22.8,185.1,0.75,450,RAMP
3.6281731128692627,22.8,185.1,0.75,450,RAMP
3.7681667804718018,22.8,185.1,0.75,450,RAMP
3.9591755867004395,22.8,185.1,0.75,450,RAMP
4.105172157287598,22.8,185.1,0.75,450,RAMP
4.2761664390563965,22.8,185.1,0.75,450,RAMP
4.485182046890259,22.8,185.1,0.75,450,RAMP
4.6341681480407715,22.8,185.1,0.75,450,RAMP
4.775691032409668,22.8,185.1,0.75,450,RAMP
4.92171573638916,22.8,185.1,0.75,450,RAMP
5.065723180770874,22.8,185.1,0.75,450,RAMP
5.209717512130737,22.8,185.1,0.75,450,RAMP
5.353737831115723,22.8,185.1,0.75,450,RAMP
5.493715047836304,22.8,185.1,0.75,450,RAMP
5.677718639373779,22.9,185.1,0.75,450,RAMP
5.828719139099121,22.9,185.1,0.75,450,RAMP
5.989748239517212,22.9,185.1,0.75,450,RAMP
6.1817498207092285,22.9,185.1,0.75,450,RAMP
6.3117687702178955,22.9,185.1,0.75,450,RAMP
6.4557554721832275,22.9,185.1,0.75,450,RAMP
6.597761631011963,22.9,185.1,0.75,450,RAMP
6.7447497844696045,22.9,185.1,0.75,450,RAMP
6.883926630020142,22.9,185.1,0.75,450,RAMP
