,x_(nm),baseline_dark,baseline_light,baseline_dark_smoothed,baseline_light_smoothed,raw_signal,calibrated_signal,calibrated_signal_smoothed,raw_signal_smoothed
0,186.23,1288,1289,1284.723020638669,4467.874969565314,1291,3.0,,1273.8698976445917
1,186.775442325,1295,1285,1289.1349409171821,3370.1534256018144,1282,1.3,,1278.6540292362706
2,187.3207793,1293,1291,1293.3127673646454,2411.324841705748,1270,11.5,,1283.35065110708
3,187.86601092499998,1294,1294,1297.262057930735,1586.4739295685963,1275,-inf,,1287.9585598051506
4,188.41113719999998,1306,1290,1300.9883705651262,890.6854008818418,1285,1.3125,,1292.476551878613
5,188.956158125,1311,1284,1304.4972632174943,319.0439673369665,1288,0.8518518518518519,,1296.9034238755976
6,189.50107369999998,1298,1283,1307.7942938375154,-133.36565937454816,1296,0.13333333333333333,,1301.2379723442355
7,190.045883925,1309,1299,1310.8850203748648,-471.45876756121925,1316,-0.7,,1305.4789938326567
8,190.59058879999998,1319,1309,1313.775000779218,-700.1506455315666,1324,-0.5,,1309.6252848889922
9,191.135188325,1317,1315,1316.4697930002512,-824.3565815941074,1330,-6.5,,1313.6756420613726
10,191.67968249999998,1318,1321,1318.9749549876392,-848.9918640573587,1327,3.0,,1317.6288618979283
11,192.22407132499998,1322,1325,1321.2960446910581,-778.9717812298395,1318,-1.3333333333333333,,1321.4837409467905
12,192.7683548,1318,1328,1323.4386200601834,-619.2116214200678,1316,-0.2,,1325.239075756089
13,193.312532925,1311,1320,1325.4082390446906,-374.6266729365625,1313,0.2222222222222222,,1328.893662873955
14,193.8566057,1306,1321,1327.2104595942553,-50.13222408784077,1320,0.9333333333333333,,1332.446298848519
15,194.400573125,1317,1329,1328.8508396585532,349.3564368175803,1337,1.6666666666666667,,1335.8957802279117
16,194.9444352,1327,1333,1330.33493718726,818.9240214711817,1343,2.6666666666666665,,1339.2409035602634
17,195.488191925,1335,1341,1331.668310130051,1353.6552415644446,1354,3.1666666666666665,,1342.4804653937051
18,196.0318433,1347,1345,1332.856516436602,1948.6348087888514,1362,-7.5,,1345.613262276367
19,196.575389325,1349,1333,1333.9051140565884,2598.9474348358835,1356,-0.4375,,1348.6380907563803
20,197.11883,1345,1320,1334.8196609396862,3299.6778313970253,1338,0.28,,1351.5537473818752
21,197.662165325,1339,1330,1335.6057150355705,4045.910710163759,1340,-0.1111111111111111,,1354.3590287009824
22,198.2053953,1326,1335,1336.2688342939173,4832.730782827562,1357,3.4444444444444446,,1357.0527312618324
23,198.74851992499998,1320,1335,1336.814576664402,5655.22276107992,1358,2.533333333333333,,1359.6336516125562
24,199.2915392,1328,1351,1337.2485000967001,6508.471356612311,1366,1.6521739130434783,,1362.100586301284
25,199.83445312499998,1357,1363,1337.5761625404625,7387.561281116078,1381,4.0,inf,1364.4523318761203
26,200.3772617,1361,2455,1337.7763029739942,8157.283335975743,1363,0.0018281535648994515,inf,1367.0357879000396
27,200.919964925,1346,7014,1337.6279190921396,8941.24643819775,1357,0.0019407198306280876,inf,1369.0886090284907
28,201.4625628,1338,12401,1337.1621327776138,9741.071621101084,1367,0.002621350447437404,inf,1370.214251738405
29,202.005055325,1336,14650,1337.0719382092202,10555.551405467646,1370,0.0025537028691602825,0.40941949405696576,1371.3329407234328
30,202.5474425,1337,15635,1337.3779927064909,11380.549298964648,1365,0.0019583158483704012,0.44614265541201864,1372.8561235814818
31,203.089724325,1345,16333,1337.450882239663,12215.153638813783,1371,0.0017347211102215106,0.4738685530627757,1373.98351038526
32,203.63190079999998,1347,16994,1336.755283245348,13059.883893179665,1386,0.002492490573272832,0.48176746114681424,1374.83077759403
33,204.173971925,1337,17490,1336.4666470361474,13911.591202518475,1392,0.00340494025877546,0.4619963132662987,1376.2657138326763
34,204.71593769999998,1335,17873,1336.7071507848168,14761.044576320814,1392,0.0034466078123110413,0.4430746900073126,1378.0468866791734
35,205.257798125,1329,18121,1336.9727966658106,15600.912115789413,1394,0.0038708909004287755,0.22509240586052176,1380.2006160954684
36,205.7995532,1334,18432,1337.2539808375923,16426.66300482426,1388,0.003158264124459001,0.27431787247993233,1382.2560193888612
37,206.34120292499998,1351,19023,1337.4914267593574,17239.45944415469,1384,0.0018673607967406066,0.19791497257841012,1383.657432784408
38,206.88274729999998,1337,19694,1337.209880178461,18036.86957801954,1374,0.002015579887781228,0.14775139556595457,1384.5628666560701
39,207.424186325,1319,19996,1336.3653536886197,18808.65634555673,1372,0.0028377148364298337,0.10727282625513826,1384.8357380687858
40,207.96552,1319,20200,1335.3690683820444,19552.873405965787,1374,0.002912981303956358,0.08832432134648402,1384.9503499512748
41,208.506748325,1322,20537,1334.7294842465033,20271.558291240635,1377,0.0028623471246422066,0.09593867427426729,1385.1175564565183
42,209.0478713,1332,20895,1334.0095132392325,20959.794219574225,1389,0.002913663548535501,0.14339826419844592,1385.3877324514444
43,209.588888925,1329,21335,1333.1728011959246,21612.68921153326,1391,0.003099070278916325,0.22089203909437066,1386.4230220389775
44,210.12980119999997,1315,21751,1332.9417200842347,22228.035040430837,1384,0.0033763945977686436,-0.029947037413945776,1387.918457949191
45,210.670608125,1325,22187,1333.4548007882142,22790.6619855485,1382,0.00273224043715847,-0.09779129316154413,1389.2610251647563
46,211.2113097,1331,22534,1333.9831026750066,23298.957960542262,1383,0.002452483139178418,-0.14759456604064702,1389.9040521868858
47,211.751905925,1334,22660,1334.2252825658309,23751.479829667256,1394,0.0028134671293257056,-0.2110852633913693,1390.096468776163
48,212.29239679999998,1342,22911,1333.9583229517966,24135.915671928688,1395,0.002457230284204182,-0.16261884960788528,1390.5503408910467
49,212.83278232499998,1333,23292,1333.1241024711517,24456.094747332423,1378,0.002049273646340908,-0.12565547470192903,1390.703571994809
50,213.37306249999997,1331,23700,1332.4010509864067,24715.149742915564,1379,0.0021458268138942285,-0.10392287483026141,1390.7286235248548
51,213.91323732499998,1332,24235,1332.1183039253185,24906.500939998165,1389,0.002488756931406366,0.002530701786592773,1390.7227570273124
52,214.45330679999998,1346,24848,1331.8045708849322,25065.080613376944,1392,0.001957280231469662,0.002480915582313227,1389.9462728487356
53,214.993270925,1352,25344,1330.460123672085,25307.73097918364,1404,0.0021673891297099034,0.0024324525770513736,1388.3273007315868
54,215.5331297,1336,25786,1328.9774853337303,25679.643412081325,1401,0.0026584867075664623,0.0023991887642583233,1386.8985254478885
55,216.07288312499998,1329,26263,1328.5526965502927,26100.928061790255,1388,0.002366246891794337,0.0023648358394689306,1386.6667874696782
56,216.61253119999998,1338,26662,1328.6410337719742,26536.60932297396,1395,0.002250829252882641,0.0023063706872186074,1386.5416430722967
57,217.152073925,1348,26917,1329.2657591338166,26987.68228045883,1405,0.0022292619969494307,0.002233951987037378,1386.701646696388
58,217.69151129999997,1342,27148,1330.021789847989,27457.323586037666,1400,0.002247539331938309,0.002178700890478663,1387.2380121859799
59,218.230843325,1331,27552,1330.694489116376,27944.55416883681,1392,0.002326379619389039,0.0021416415967251985,1387.7811954970402
60,218.77006999999998,1324,28093,1331.346236607825,28445.365829350063,1380,0.0020919720572303785,0.002115701683823679,1388.6278058392902
61,219.30919132499997,1319,28695,1331.6931300821964,28950.49826723087,1373,0.001972530683810637,0.0021078713366012875,1389.4633400529756
62,219.84820729999998,1319,29150,1332.340755169967,29461.020725270675,1377,0.0020840070425065574,0.0020757047944485476,1389.9966250650937
63,220.38711792499998,1328,29558,1333.3762259620573,29989.51310335397,1382,0.0019128586609989374,0.0020027800915751862,1390.1706493918055
64,220.9259232,1336,30186,1334.0016081904203,30544.531223809692,1391,0.0019064124783362219,0.0019312757629912827,1389.9942694058489
65,221.464623125,1331,30787,1334.3074361819945,31114.024870324887,1395,0.0021727322107550242,0.0018817025934752712,1389.8794083670937
66,222.0032177,1324,31200,1334.5560488346027,31686.467054745815,1405,0.002711206319453742,0.0018281332856988335,1389.4704070307102
67,222.54170692499997,1333,31630,1334.743029287161,32259.7845930819,1405,0.002376472918110704,0.0017718347874534017,1388.8813563160847
68,223.0800908,1345,32085,1334.8693515141651,32833.32761783896,1387,0.0013662979830839298,0.0017341028448033906,1388.8310267502961
69,223.61836932499997,1339,32457,1334.5936940813806,33406.00527758209,1375,0.001156886689375924,0.0017110881898063212,1388.7584769756695
70,224.1565425,1317,33196,1333.887177512489,33976.83095879795,1368,0.0015997992408795759,0.0017024220852874332,1388.5611452127755
71,224.69461032499999,1311,33881,1333.4858547192205,34541.252938910744,1364,0.0016272643536997236,0.0016746374256166984,1388.2096989739027
72,225.23257279999999,1312,34517,1333.2419080839627,35091.269541778296,1370,0.0017467248908296944,0.0016410716220274914,1387.879929330196
73,225.77042992499997,1312,35467,1332.9236449296443,35621.168520237596,1369,0.0016688625384277558,0.0016225395652193185,1387.788511631041
74,226.30818169999998,1320,36184,1333.0286076694572,36119.86907970667,1373,0.0015201927489674162,0.001594306002863092,1387.8529072005895
75,226.84582812499997,1320,36662,1332.9903508572986,36593.463317401736,1380,0.0016976967913530643,0.0015500598237320232,1387.3733946408486
76,227.3833692,1335,37189,1332.7141498108422,37037.88244354274,1395,0.0016734534501031963,0.001508490124740948,1386.7055425943695
77,227.92080492499997,1347,37531,1332.4131916917459,37446.17769371828,1404,0.001575281892549193,0.0014862912638117396,1386.47110919837
78,228.45813529999998,1377,37718,1332.5395592198888,37815.61926657383,1428,0.0014033736000660412,0.0014497636384894527,1386.3122607533314
79,228.99536032499998,1385,37984,1333.017508890323,38137.55512016054,1436,0.001393480696193885,0.0014120677599299691,1386.4377222586882
80,229.53248,1355,38439,1332.9579152415427,38402.437155993735,1401,0.0012404271383885234,0.0013961241222890655,1386.5148021472473
81,230.069494325,1342,39053,1332.3326915671673,38613.000407709515,1390,0.0012728381639309486,0.0013932091657527493,1386.299961494005
82,230.60640329999998,1334,39428,1331.9202246936256,38761.72289293001,1382,0.0012600409513309182,0.0013969364150554404,1386.3907449772094
83,231.143206925,1334,39675,1331.708668372984,38832.8743799399,1381,0.0012258417881641063,0.0014221388357601326,1387.0517792022201
84,231.67990519999998,1328,39762,1331.29835330356,38822.75795601185,1386,0.0015090805016391737,0.0014506297663546748,1387.476862443064
85,232.216498125,1326,39799,1330.6522458039565,38741.696550317494,1375,0.0012736204611025915,0.001478057848522615,1387.5807606061028
86,232.75298569999998,1329,39924,1329.858456590158,38594.01778069644,1376,0.001217774323098847,0.0015136423962208304,1387.5980203401853
87,233.289367925,1322,39981,1328.8765543953177,38376.58549457444,1379,0.0014744302749683128,0.0015678351819459566,1387.68343563838
88,233.8256448,1326,39803,1327.8385920405644,38081.34415275471,1386,0.0015593731320009355,0.001632256879167173,1387.82004122401
89,234.36181632499998,1327,39314,1327.3015243833129,37705.11855308088,1386,0.0015531629241582647,0.0016883756669045292,1388.1088133366288
90,234.89788249999998,1317,38701,1327.1770595030212,37264.91838999679,1378,0.0016317141022897496,0.0017323455041961663,1388.45099549251
91,235.433843325,1313,38175,1326.7309791841012,36767.674692517816,1386,0.0019803591774727363,0.0017877011847068048,1388.6917030963064
92,235.9696988,1312,37666,1325.8441640807014,36205.82303109853,1393,0.0022280904439676515,0.0018825035764022733,1389.3661917596962
93,236.505448925,1320,37024,1325.1111689958748,35577.706086207385,1386,0.0018485323773246695,0.0019666216446649937,1389.777933815009
94,237.04109369999998,1329,36324,1324.7283517180201,34889.953430428104,1389,0.0017145306472353193,0.002023101780360068,1389.5350970576644
95,237.576633125,1327,35448,1324.305125823889,34144.6996760962,1386,0.0017291404120629524,0.002092461894975769,1389.316315205301
96,238.11206719999998,1323,34551,1323.0148361231031,33354.54377222523,1388,0.0019561815336463224,0.0021991029782937295,1389.0736143513743
97,238.64739592499998,1321,33641,1321.0532288386798,32531.652404357348,1387,0.002042079207920792,0.002331439552767487,1388.7401753153822
98,239.1826193,1325,32460,1319.1294480055922,31689.3476862437,1390,0.0020876826722338203,0.00247082840394191,1388.6436838886234
99,239.71773732499997,1318,31535,1317.18852069127,30849.69587080056,1387,0.002283482807691035,0.0025916702955157173,1388.050125710635
100,240.25275,1312,30320,1315.4667376384266,30011.759564202464,1388,0.0026199669056811915,0.0026824777984444373,1386.8135405105172
101,240.787657325,1315,29050,1314.2143649912543,29179.653333030765,1394,0.0028483865152334597,0.0027737359474060905,1386.1060273165606
102,241.3224593,1314,27963,1313.8597476726288,28367.942829961634,1389,0.002814364516492176,0.002862927461679084,1386.2865297061953
103,241.85715592499997,1312,26922,1314.3088178667442,27582.523454664355,1390,0.003045685279187817,0.0029367906486668155,1386.8361457790402
104,242.3917472,1306,25953,1315.5509524564288,26819.380144510124,1395,0.003610987138394125,0.003005348825782953,1388.0383474144107
105,242.92623312499998,1307,25169,1317.021359487166,26094.845296608713,1398,0.0038135948369792975,0.003070548529674958,1389.4518788647267
106,243.46061369999998,1317,24256,1318.0858230084236,25430.593195768386,1398,0.0035311042329656916,0.0031286162761825285,1390.3604611655715
107,243.994888925,1318,23453,1318.5788353076828,24834.662098801313,1397,0.0035690083578043823,0.0031897347229833057,1390.9957416928771
108,244.52905879999997,1323,23005,1318.9209042107154,24306.06224376496,1391,0.0031362420440918734,0.0032427065039416104,1391.351604792834
109,245.063123325,1327,22658,1319.4923101315746,23852.681691544083,1398,0.0033284890534902253,0.0032891464825647553,1391.9011302633992
110,245.59708249999997,1326,22147,1319.6462207524266,23489.53258284401,1405,0.003794246193746698,0.0033411297712647114,1392.5395592198875
111,246.130936325,1324,21663,1319.646583161541,23234.116741035596,1398,0.0036383303013914157,0.003379987576347109,1392.8646175451047
