sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
43,2.1487509233284503,0.4685736463885721,0.007999353666899234,189.07164001464844,0.0,0.0,0.0,1e-07,0.0
44,1.804398073606566,0.6117851619878648,0.007963646781263163,247.5609130859375,0.0310969586850852,0.04212100176677859,3.361036636043191e-07,8.138713125796851e-08,46.46244395097594
45,1.7972866226143875,0.7596929022647944,0.007699709497735614,247.83984375,0.023232748840231368,0.0356134793259263,1.9737078131858214e-07,1.2923181784954337e-07,27.28422762856522
46,0.0952021135996034,0.34281928115691074,0.00834355576216398,217.52264404296875,0.02125543442243097,0.10427606588333732,6.777660192008738e-08,5.3771781525045634e-08,9.369331277527916
47,1.7903104252833633,0.5172017776152368,0.00841548135803758,200.59918212890625,0.0,0.0,0.0,1e-07,0.0
48,0.23347359909608995,0.9712619646990444,0.008876919007319406,206.45947265625,0.0713518032561926,0.6416516215774296,3.8903916086502646e-08,3.47845188168311e-08,5.378016416895053
49,1.1189358207848297,0.005337040581486797,0.010671151824916788,194.48753356933602,0.0,0.0,0.0,1e-07,0.0
50,0.4623872492238112,0.7403876216878182,0.009005376627166566,264.82647705078125,0.0034926398529987576,0.014169110685982537,1.538961221381166e-07,1.5863635053624493e-07,21.274358846420213
51,1.4788637732385357,0.19577566053247694,0.007317568586407946,247.28472900390625,0.0696219755584473,0.04566246556781383,4.219990038651725e-07,1.0008830570860717e-07,58.33648123376568
52,0.5779276011164723,0.7968157091681113,0.010314274610143993,226.439208984375,0.017514237444342124,0.04593952252792682,1.8611031064539718e-07,2.0067646354813585e-07,25.72759780220785
53,0.6217582460075501,0.5087842037809964,0.008555247623953243,213.7967071533203,0.1148085281792598,0.8815993918494109,1.0471789364962981e-07,7.801550473732593e-08,14.476037577763734
54,0.6306614805155693,0.7639789084016607,0.007070837262677148,257.63766479492193,0.08454986283962036,0.12620669465034792,5.982974787047374e-07,2.052901281888461e-07,82.70770622439552
55,0.21933391399714167,0.9201791315446136,0.008531766783573256,205.5087432861328,0.0009957621592213033,0.0033347281248201736,2.142349845002617e-08,1.5986126167631058e-08,2.9615508658661627
56,1.4052731922524848,0.7981866219553709,0.008820106979647642,203.1072540283203,0.02747593528134845,0.05920953250560625,7.428702653812686e-08,5.7580448566634046e-08,10.269322178159165
57,2.00068040066468,0.2624059996294025,0.006510055619890771,252.5382843017578,0.013390010026394008,0.014755406161235047,1.1264911997514276e-07,3.605818194335595e-08,15.572437880753215
58,1.963987646408104,0.8705028082837837,0.011518250773242485,247.1460723876953,0.07496981705290308,0.1418102702920324,1.5496474483829912e-07,1.2363818644502274e-07,21.422083574498224
59,0.9575647403467341,0.6997242439879657,0.008988997332777223,247.55430603027344,0.1860549497056708,0.4443189545014007,3.2008796641268703e-07,2.086476041639364e-07,44.24845905976083
60,0.4430225931771062,0.4180293607573921,0.009929838489481351,200.8892517089844,0.0001401370968032336,0.0008119790275187948,5.72613159401121e-09,7.3397166760392666e-09,0.7915714615829599
61,0.17857848650561714,0.16628587519288412,0.00821136510844753,241.57058715820312,0.0546798596228401,0.12755147499147745,1.8963149824687052e-07,1.4908649241219485e-07,26.21436126030252
62,0.8413449600205691,0.5885400722182533,0.0063259930498378615,180.4064483642578,0.0,0.0,0.0,1e-07,0.0
63,0.35447854957449665,0.8605138128957428,0.011342970647856259,256.3056640625,0.0,0.0,0.0,1e-07,0.0
64,0.9206290542017715,0.796492363042353,0.010375000664325736,260.93746948242193,0.0115552608051002,0.0367259466006691,2.588141833105936e-07,1.9345154120883926e-07,35.77806726898034
65,1.095951536485395,0.9888758977669162,0.007122318042748913,270.8951416015625,0.11630618575839324,0.16628468904879726,6.081738005902991e-07,1.3245711670832614e-07,84.07299349061803
66,1.3720818565914643,0.27492698339242,0.008876035493272429,275.42364501953125,0.11293718009263295,0.09524806956129676,6.821400995677268e-07,2.0745661918785213e-07,94.29797879320519
67,1.3620209791891973,0.9898314396220886,0.006778750783655441,196.6695709228516,0.04205997783099052,0.049023895218205486,3.1804692341732347e-07,8.344924111527276e-08,43.96630847337135
68,0.28355797309807906,0.7482303297547551,0.008858833094403723,241.33154296875,0.03803682734156765,0.14244930654634053,1.6507410691640955e-07,1.0261241849841981e-07,22.819585951881688
69,0.9519144379757364,0.5891970667508564,0.009621477042046177,276.356689453125,0.19851715899894093,0.15114402064716628,9.159942113638377e-07,2.062897216561663e-07,126.62560487592319
70,0.7414119882219734,0.4778306927679864,0.009334814967106876,197.4940643310547,0.0,0.0,0.0,1e-07,0.0
71,0.7102304229209612,0.8640684855133774,0.007093665249996164,234.61212158203125,0.16976731190856678,0.8403995097071706,5.246614019504328e-07,1.8043732290282663e-07,72.52837032464046
