sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
44,1.655665735989328,0.3711442111961117,0.006438066663276185,225.9360656738281,0.0051080841630671385,0.008374895560259075,4.301633536081042e-08,2.4690074267118112e-08,5.946510815279179
45,1.7426846709673065,0.9339548673709624,0.00749055094916293,262.9286499023437,0.028488354605346745,0.05236676027538121,1.2690711505618447e-07,9.258679141248528e-08,17.543440785636985
46,1.8689874504201085,0.19418728641352506,0.007746824672095758,243.15219116210938,0.018106085529949828,0.020872526381785227,1.0905601089336543e-07,2.498717732397571e-08,15.07573210988617
47,1.3014221340848866,0.7058063075503666,0.0078797085545698,265.31875610351557,0.052683638598711335,0.066657554097593,3.516839631950531e-07,1.305317951384367e-07,48.616240159892335
48,0.7771206867911475,0.3087104306694112,0.011302965816653484,217.81951904296875,0.057099909540414176,0.0759341644674374,3.500090190951109e-07,1.5790946424182383e-07,48.384698511312735
49,0.7981396947173981,1.0,0.006338625347929887,241.6945953369141,0.05365870004258872,0.06422875092623327,5.313531320894165e-07,9.005483695214507e-08,73.45342461647233
50,0.5085255935904907,0.8940829679695809,0.006674349615267874,269.87307739257807,0.0809015758189313,0.07949451862892011,5.722284817706411e-07,9.638530028313317e-08,79.10396892525515
51,1.5528419213265447,0.5395235700610036,0.0068998396176984216,227.1857147216797,0.02740361888355821,0.0278880650021666,2.0283454265951198e-07,4.768124054100576e-08,28.03952943736466
52,1.6310019325153189,0.9466299258750082,0.009315802715423272,231.0165863037109,0.01828874205273344,0.03757828681861824,1.5796581002362182e-07,1.1466110007536616e-07,21.836946124554903
53,0.7796628978139069,0.9027891782601768,0.007275243269530563,266.06658935546875,0.029636767568981717,0.055728264579980466,3.9564552809690645e-07,1.3743242778100868e-07,54.69341802622518
54,1.8130308062042144,0.7570755042344808,0.010274401108340304,203.8439483642578,0.0025335494826048627,0.007407411790448228,7.518398290858447e-08,4.021658817741384e-08,10.39331602173095
55,0.7438570448018068,0.2591889279090813,0.011232210417525928,223.2939453125,0.026080301807776717,0.04432549280772685,1.865751700617171e-07,5.818895883116152e-08,25.79185923971861
56,0.7269344461964524,0.783271164814733,0.006128187235030031,241.86392211914062,0.07686828244348241,0.10130832603645527,7.377711140160055e-07,1.1134274230581267e-07,101.98832308466763
57,1.9312162864812268,0.301562196569912,0.008154030211453979,195.275146484375,0.0,0.0,0.0,1e-07,0.0
58,0.6966460552796632,0.5129196495643721,0.007047114866879338,223.2632751464844,0.00588232188567327,0.02486525747003061,1.9378347145757484e-07,1.3328282564418856e-07,26.78832353289295
59,1.6684002830724127,0.02134004749678111,0.006219859869869053,242.42926025390625,0.0156669998658921,0.05406714859163512,7.823754469206204e-08,1.4552927068535093e-08,10.81543561928075
60,0.7453484705405603,0.3377559096036093,0.00738964468506925,274.74383544921875,0.1012796675576124,0.09880585650126764,4.378426702586803e-07,1.7756548832237895e-07,60.52668485693398
61,1.9114890581809871,0.7709276923882521,0.005982236250336009,229.5456695556641,0.03246332111155327,0.04396756083411883,2.471424285491377e-07,1.147725432359982e-07,34.164582174536065
62,1.202726342252897,0.9867168016121354,0.007115807688296333,262.63943481445307,0.019567201413070147,0.0400059133850452,3.401836645847957e-07,7.122659315424117e-08,47.026456895204035
63,1.843081477205707,0.9232917480329668,0.007409058383386836,258.64727783203125,0.03180384162711861,0.09611643413848596,1.8284882325806361e-07,1.1485375492932401e-07,25.27673489489602
64,1.0515054863822366,0.67110560429702,0.011458391440939984,211.9935607910156,0.4071667377666088,3.4881545130394422,3.1882054043167245e-08,2.3952479112749226e-08,4.407325207756552
