sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
0,2.182153593374585,0.4942050256322833,0.005909707450983332,220.0,0.02587435839967168,0.025007735395992492,2.019669615318289e-07,7.12262353917907e-08,27.919596381337772
1,0.5596750784220919,0.6683970876374391,0.011784455953508707,260.0,0.0013548249528644875,0.007987101374304641,2.0082490637500666e-07,1.453980738681421e-07,27.76172046548567
2,2.0488488137231364,1.0,0.011970694939058982,200.0,0.010435163067371744,0.03591409355056193,7.071578337265558e-08,7.405797590212778e-08,9.775639117309353
3,0.5737748202139084,0.0,0.005905510363707128,220.0,0.08479634478904252,0.06340089779489924,4.5973336878980607e-07,1.1060401036346777e-07,63.5528207301434
4,1.1355459320954366,0.1012738488312184,0.011734285226484306,260.0,0.1024720061218456,0.08095697876969063,2.869372035238344e-07,5.939254082632253e-08,39.665749528606476
5,0.597429477540835,0.6580808582750451,0.01170384451414293,200.0,1.818653158757161e-06,1.7819089032223576e-05,0.0,1e-07,0.0
6,1.2397260234347809,0.8518056240749898,0.005967705353508521,220.0,0.11282829126521482,0.3000757817318952,3.9992572879704776e-07,1.7855967924476915e-07,55.28510626608729
7,2.049728629318369,1.0,0.012062329864339558,260.0,0.030805401635460587,0.054259076584736686,2.1794061684562331e-07,1.0108409806169787e-07,30.127769469219107
8,0.7342685911844163,0.3444551073110381,0.0061860458653708785,223.76487731933602,0.07088256336677652,0.06745866473783306,4.923808210490127e-07,7.520342826067798e-08,68.06595338829054
9,0.7029089086582482,0.31267848356975464,0.006713761349643704,203.22998046875,0.024349522419113173,0.03905549404290155,9.997502296286065e-08,6.098768122668014e-08,13.820390563721762
10,1.0579676926906127,0.03428542355272285,0.006046282391870409,217.36737060546875,0.05092800125666131,0.04653122524469328,3.770853804022921e-07,9.294546128609039e-08,52.12769228335419
11,0.8093645234062726,0.22141336465086026,0.007379158235370526,227.5157165527344,0.05314632532377202,0.06992591821445017,3.974000147269693e-07,6.425364859220082e-08,54.935955509565446
12,1.2059525087711744,0.5463573116411035,0.0062548992929644725,228.55636596679688,0.04701145907675649,0.05196008912414853,4.051479855768375e-07,4.9004806091456396e-08,56.00702286267111
13,0.8013734388317822,0.7785628168064498,0.0060493753932394645,212.15252685546875,0.10122918934312138,0.18606001746510875,4.918155350543559e-07,1.6266281794895288e-07,67.98780913790851
14,0.6806987032160196,0.9437034886344341,0.006307316228180915,200.7042388916016,0.07144094754900547,0.2219420366528012,2.735117962856803e-07,1.9152775048480888e-07,37.80984226287638
15,1.3403712102069854,0.7903584821799786,0.007788046361929471,195.17274475097656,0.04895187749656408,0.30327158943239496,1.2188897086164687e-08,1.364780852178004e-08,1.6849740393096482
16,0.590947933830117,0.7410464738711184,0.006112236334537575,213.7182464599609,0.06786659575947263,0.09885175131344978,3.908540010075752e-07,1.8005191910442855e-07,54.03104482731318
17,0.5692653537932494,0.05561120740638286,0.006445721426913904,232.60682678222656,0.052736187300152434,0.053564976436078264,3.6355173113725817e-07,6.280740289839356e-08,50.25682180938913
18,0.551370980981739,0.9827222510156579,0.007126989122156047,189.20944213867188,0.0014006114165399887,0.006196733929901166,8.04917438833068e-08,6.935435544140621e-08,11.127052584280111
19,1.1111013617309402,0.9627375794555572,0.006259742320138674,206.88351440429688,0.06683288295400618,0.08549145437411786,5.31703455952576e-07,1.2374313853790872e-07,73.50185283853389
20,1.0827245416628473,0.9408246828310736,0.006258836568125098,208.3402557373047,0.08111458172685558,0.16634233773771914,4.5646667729827e-07,1.4104686399862578e-07,63.10123841561884
21,1.1824891596087022,0.9919519580460512,0.007216189441139105,201.1848297119141,0.010426518007366352,0.028732490936516013,7.292806177120691e-08,6.391058089510042e-08,10.081461017595613
22,1.2411663517347096,0.7862181295387826,0.005868824063781631,188.1389312744141,0.002697137837476112,0.0049486975548176685,3.674932074600125e-08,1.6069703846550978e-08,5.080168532193228
23,1.0527064981333405,0.6576613302944416,0.009822274355997309,180.636474609375,0.0,0.0,0.0,1e-07,0.0
24,1.9944537408822733,0.5929851984186832,0.011053304586871078,180.02757263183594,0.0,0.0,0.0,1e-07,0.0
25,1.8102469686744909,0.14871395707989282,0.008753177075953224,181.8005523681641,0.0,0.0,0.0,1e-07,0.0
26,0.6455293023384361,0.6167358602771479,0.00630599786893895,180.0062255859375,0.0,0.0,0.0,1e-07,0.0
27,1.1003763803585205,0.00396513438806981,0.011750045477732163,183.13819885253903,0.0,0.0,0.0,1e-07,0.0
28,0.7620335101096108,0.03180387100087437,0.006985268714961111,217.77413940429688,0.03909550693745357,0.04468875482740086,2.734179842928528e-07,4.007507981054577e-08,37.7968738399442
29,1.8264216833612184,0.9310109619054804,0.009132392736854272,224.55691528320312,0.012278227488171593,0.029838512303355973,1.7586101282500483e-07,9.377338819200807e-08,24.31075092702038
30,2.0070127478504722,0.10951841605579272,0.010710007984648016,188.76502990722656,0.0,0.0,0.0,1e-07,0.0
31,0.8476537187357409,0.9740191344454708,0.007410297162936387,270.44790649414057,0.017155918761406708,0.04957675032794809,3.3391564749897954e-07,2.3055170111789022e-07,46.159976032096445
32,1.785844898092694,0.5394322184336099,0.010682412888005236,243.1016845703125,0.0951090268146617,0.09759877594900952,4.309496185485797e-07,1.26595425636095e-07,59.57380018648074
33,1.3420124719955941,0.24101958187729064,0.010972943901470184,216.13864135742188,0.016316271200152097,0.01874582277654466,7.916423337743042e-08,4.215715081867324e-08,10.943539611490191
34,1.0701168425205696,0.3109451428797688,0.010352541599847937,213.9108123779297,0.013050553954085685,0.017387552509483185,5.773647782902691e-08,2.8764014510090864e-08,7.981400251013078
35,0.8168513694790988,0.9427720045348038,0.01013747112929223,205.7041778564453,0.08452045829625215,0.6940204428620718,5.627676171076168e-08,4.320904631598608e-08,7.779611381466334
36,1.0471548140881146,0.0390981309447798,0.006408030043847494,271.7425537109375,0.09820434297844112,0.09556567910585258,6.620234863880088e-07,1.3262531837512223e-07,91.51708969987338
37,1.7426415381365639,0.12205377087713687,0.010473136893802758,247.79901123046875,0.015218865042115318,0.018119360157756056,7.727847025165885e-08,1.979394122808058e-08,10.682854671027513
38,1.6973597964781484,0.00024644109729920235,0.006682157815903508,182.6995391845703,0.0,0.0,0.0,1e-07,0.0
39,1.4218360177138871,0.4403529499655487,0.012356554414087985,185.01507568359366,0.0,0.0,0.0,1e-07,0.0
40,1.5179454683629767,0.5985742049950044,0.008212018967348427,228.2280731201172,0.028381406455326105,0.043585061296050144,2.780119423744751e-07,6.154576076698781e-08,38.43193540872195
41,1.7552931993476606,0.6155084011662998,0.00926853695432729,234.9199523925781,0.0277364300831506,0.044585959436242495,2.77935878843506e-07,1.704789435641008e-07,38.42142050535414
42,1.9505708617303976,0.2200962751870226,0.01029692035730185,250.6461181640625,0.0176818581388751,0.021907761250692,8.297578047364031e-08,4.0445202229381314e-08,11.4704419112897
43,1.9343768171811848,0.5443536020179269,0.0066189016511663855,233.92300415039062,0.03248505035214249,0.03641364427348138,2.650288891398782e-07,6.834979468325077e-08,36.63717846749697
