sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
0,2.3120159198661647,0.5180244972036533,0.005813199265951754,220.0,0.018009122382693938,0.0192357206831695,1.7559422733929412e-07,3.63103483089396e-08,24.27387091939464
1,0.4760779084075356,0.6665852711027156,0.011920879380418605,260.0,0.020582230550328567,0.062349280254804886,3.224657552684232e-07,9.760303952063212e-08,44.57716086637654
2,2.06649948516957,1.0,0.011851456161076602,200.0,0.006099050152825649,0.014704971419898506,7.485956218134814e-08,5.5543025957879505e-08,10.348468608602188
3,0.5809064846459454,0.0,0.005917024845260163,220.0,0.06481027081064322,0.06350137267311658,5.246772463488111e-07,9.078985123348996e-08,72.53056062945208
4,1.0014959168585795,0.12820862409890546,0.011394504344554293,260.0,0.11035604715253253,0.08306388054029581,3.241739089073449e-07,1.1488423430352244e-07,44.81329334960197
5,0.5451901811245571,0.6367573950518375,0.011120457995820794,200.0,0.0009463632310947124,0.004373449829984375,2.4449893941808985e-08,2.6080814577281932e-08,3.3799150378080203
6,1.1806970572816131,0.8388393814360828,0.0057914966815479215,220.0,0.07268670685763441,0.08567362045565519,4.99095781380586e-07,1.2870791714672234e-07,68.99421898555595
7,1.9290329357291047,1.0,0.011410295144428498,260.0,0.00278686129790418,0.010301205124148078,5.1235028973889456e-08,4.9584520303216907e-08,7.082650145784893
8,1.3341058644876205,0.7737148022660747,0.010409561847565595,192.4252471923828,0.0,0.0,0.0,1e-07,0.0
9,1.674706919753092,0.6841313849680494,0.010234083968788577,190.64280700683602,0.0,0.0,0.0,1e-07,0.0
10,1.0282961497778431,0.3860803321109593,0.0064156272182329405,203.1641845703125,0.0,0.0,0.0,1e-07,0.0
11,0.6452136388437372,0.011178907126504356,0.0064096968013103535,195.52264404296875,0.0,0.0,0.0,1e-07,0.0
12,0.17336365472451393,0.019415474663390938,0.0067528335035096105,223.2492218017578,0.12389759403685575,0.4822783585658669,2.795299757556312e-07,2.271755885604884e-07,38.64178596533686
13,1.2406769928337964,0.983689658356342,0.007490167990292094,207.5825958251953,0.02735425976612672,0.07463170551222302,1.821394898326932e-07,1.2265264497180044e-07,25.178677753342136
14,0.8152226454050628,0.7914589896444978,0.006114038432686801,226.48399353027344,0.07973375889337855,0.09407456726892452,4.394536171801776e-07,2.2862210371064658e-07,60.74937963581678
15,1.3845162503480504,0.2364377273537616,0.006117746431006453,221.90789794921875,0.030356219313942275,0.03442440035221486,2.842862232904764e-07,5.631359305274885e-08,39.29928217390206
16,2.0941323625990242,0.13234564372199553,0.01002517796207375,181.17393493652344,0.0,0.0,0.0,1e-07,0.0
17,0.944585707793592,0.007982340566448433,0.010539466942366349,184.88221740722656,0.0,0.0,0.0,1e-07,0.0
18,0.3921738108584888,0.5063462187842515,0.009020071481798788,180.9746856689453,0.0,0.0,0.0,1e-07,0.0
19,0.8476334559733119,0.04651922589220344,0.007485153799340342,203.1106719970703,0.0,0.0,0.0,1e-07,0.0
20,1.0628781397119968,0.4211705514771816,0.009839548868641305,263.54913330078125,0.06752180846897436,0.06947539466912526,3.2792426796014245e-07,1.246768481330524e-07,45.3317371101311
21,1.0508060880032328,0.9461780117909828,0.009919132140173596,268.66552734375,0.012359867984225064,0.03216704303334221,1.3308243272769885e-07,9.399068665340684e-08,18.397107026924935
22,1.763791611456933,0.013988510540355452,0.007479091421899594,189.9866943359375,0.0,0.0,0.0,1e-07,0.0
23,1.6500829281379457,0.4819745511103814,0.009325548523348891,242.27291870117188,0.03401120993259588,0.0265702142129076,1.650762388456924e-07,4.23430277924583e-08,22.819880666446085
24,1.6312391146780674,0.6245790031480124,0.009587372016685532,204.20494079589844,9.648245476385003e-05,0.0004638633516310503,3.7630870050655225e-09,3.03776462304098e-09,0.5202032527123455
25,0.8636334285769811,0.5700251763650646,0.009101661054736405,223.5924835205078,0.11262299121841275,0.3094861155906744,7.913493832988614e-08,1.2311519238610336e-07,10.939489910008298
26,0.9572675309658348,0.5703800507544642,0.006259418245753018,260.14529418945307,0.08230677899332017,0.09155580941740343,6.128505740036949e-07,9.368844656611396e-08,84.7195033211301
27,1.2051416428220991,0.5420777601532766,0.008186934259582836,216.8784942626953,0.05488298465315433,0.053742979277568007,3.3564565167894023e-07,8.312560625380683e-08,46.39912909988628
28,1.798591394197721,0.5233461359873346,0.006535287523580906,185.0791015625,0.0,0.0,0.0,1e-07,0.0
29,0.22379283541591746,0.15130610534567787,0.008887417558660366,219.84620666503903,0.40139620889354255,3.3214785418587973,4.4629117410655605e-08,7.356159248907501e-08,6.169459279430074
30,0.3393128028427282,0.4189584574635216,0.00933120107415196,218.6456298828125,0.025544040653145927,0.037529634635376834,2.918145681723969e-07,1.053422925355917e-07,40.339988777242255
31,1.7660653359377714,0.7525945324864363,0.00960334486341982,232.6373748779297,0.05565775771392618,0.11105234636802726,1.2463279590244137e-07,9.765956559355932e-08,17.22904246853973
32,0.9900452600337256,0.37567166886645337,0.006665024584549331,181.48265075683602,0.0,0.0,0.0,1e-07,0.0
33,0.753038230264995,0.4124672928034153,0.010677343938128595,252.29083251953125,0.09593072191269683,0.12249867321799712,2.86623080129384e-07,8.806016190871738e-08,39.62232560263129
34,0.9178364863775802,0.604432207378639,0.007845174898386056,192.7153778076172,0.0,0.0,0.0,1e-07,0.0
35,0.7396215230359218,0.3959023760614581,0.010964814185425751,205.5094451904297,0.0043738065127264,0.008256012887777723,2.9745610288707423e-08,1.9123261553454083e-08,4.111986569874693
36,1.8759134342987207,0.678002237373724,0.007298097051297091,240.7494659423828,0.015270812802216647,0.016112018801254274,1.2022098584047768e-07,5.027510200750949e-08,16.619160756665096
37,0.41708367073648944,0.7184887999325112,0.00740045814302168,214.9920654296875,0.0981053962829252,0.4413235465065172,2.1607925369651213e-07,1.883031952698564e-07,29.87045754330746
38,0.100708986203099,0.1049392431694812,0.006850047137647752,247.42330932617188,0.06295434087920898,0.2026664684486021,5.173060834074623e-07,1.4480438486432763e-07,71.51158261135133
39,1.391718211982676,0.3321105350647942,0.009561656814577586,186.1689300537109,0.0,0.0,0.0,1e-07,0.0
40,0.7282953955441686,0.03761483929523885,0.007334585894930406,190.2448883056641,0.0,0.0,0.0,1e-07,0.0
41,0.3058932647066249,0.7173170429793552,0.010536530561973857,206.26528930664062,0.006482703805059567,0.019694707654050327,1.1235444954848748e-07,7.982002163869735e-08,15.531703102572994
42,1.4433258542319352,0.2875961864731428,0.006983073466216232,210.4904327392578,2.035233325472412e-05,0.00015843656755081805,2.055586412824126e-09,1.8708820458547207e-09,0.28416104563699646
43,0.29135677698275425,0.5855464778280166,0.010538602450383235,219.05838012695312,0.0042587781212764545,0.01457343584433674,1.0741366685669117e-07,8.064364471081039e-08,14.848697042984812
44,1.4387242358706769,0.314662047083663,0.008001724499757395,224.25927734375,0.01848369643107344,0.022886203034375555,1.2671645532418025e-07,4.065896479524057e-08,17.517084282952798
45,0.6447589777048057,0.9649681656590932,0.0074547709881775705,253.4886016845703,0.05180691786455091,0.0960135876029738,3.207743547072994e-07,2.2944545986822253e-07,44.34334430238222
46,0.8641247279596597,0.26199814154775297,0.006614368169357695,267.8675537109375,0.05981069468303315,0.05236787623842803,3.853971717843343e-07,8.206760433491742e-08,53.276701303603915
47,0.9582177880058992,0.7917284688802617,0.0069942049459489645,245.9988250732422,0.08177483423964255,0.08728944482643942,5.11652285861387e-07,1.9446150897078488e-07,70.73001049524389
48,0.8255257269221654,0.7685915807611866,0.0062751580190241706,212.7899932861328,0.060509599795003824,0.11410920952095847,3.864006643152015e-07,1.1810402266811366e-07,53.41542253910204
49,1.1495121350357709,0.8822352949075607,0.009970764036697848,210.9781494140625,0.2191328375982792,1.6198718627648006,1.4650384141567767e-07,1.0803919846923339e-07,20.252461539342523
50,1.474650128024213,0.8748109072534347,0.010690291242219195,241.06472778320312,0.0017757985322487183,0.008784125836410986,5.350075661285594e-08,5.348016075641093e-08,7.395860785338018
51,0.676296824373651,0.5722787724171804,0.00861088085797125,230.32672119140625,0.12235239760491567,0.3387256976207245,2.1841391390617193e-07,1.111711568499959e-07,30.1931973134505
52,1.1703854647507697,0.8961407798217134,0.00595532244372701,226.4676818847656,0.0945310982323338,0.09874826737172128,6.923161787512078e-07,9.785222224784236e-08,95.70470403872288
