sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
0,2.3184931595696985,0.5275379477598804,0.005856724594115303,220.0,0.02664829275380864,0.031685941747464426,2.230600327402396e-07,7.321494722630918e-08,30.83546950293659
2,2.0639714129129083,1.0,0.011926395589248805,200.0,0.0010230514744243287,0.005033066762203092,4.489409464037999e-08,5.0618076162816416e-08,6.206089316580898
3,0.6525601479502984,0.0,0.005818824533383462,220.0,0.059265771773721075,0.07183730676445875,5.675108679951184e-07,1.1583464010153127e-07,78.45181338705902
4,1.0525383000190447,0.12865458815624575,0.011864456747167582,260.0,0.03099626107118393,0.03389873056815077,1.3303326731935939e-07,3.201926614529024e-08,18.390310477893596
5,0.6437676977954692,0.6855002402130457,0.011605771441710728,200.0,1.1509775381881226e-05,0.00011277230695862556,0.0,1e-07,0.0
6,1.0132485015067616,0.9015547996275672,0.006041262443163414,220.0,0.0540813727855167,0.0681829534924126,5.279176825769745e-07,1.0246217037397312e-07,72.97851345749682
7,2.0423123166357686,1.0,0.011899464513094916,260.0,0.01827575299855336,0.11092186302436624,4.277474856147725e-08,2.7987646886655367e-08,5.913114234584578
8,0.6493124843600478,0.7544541197763089,0.011047407894015059,234.2891845703125,0.02721464161628786,0.2186597715030035,9.542166235670728e-09,1.1055197847606478e-08,1.3190941126356974
9,2.1201280259647395,0.5635462803092837,0.011279387530601207,191.01409912109366,0.0,0.0,0.0,1e-07,0.0
10,1.2647808778723524,0.4362735572356588,0.006197547697945489,205.7505798339844,0.0,0.0,0.0,1e-07,0.0
11,0.4760352002131872,0.003161327232805705,0.006008727762458066,263.44757080078125,0.07174569016405144,0.08528230601279052,6.270577603269768e-07,1.2844958094721492e-07,86.68348250293299
12,0.18351631084851427,0.9794145522733568,0.007135125824731986,226.2304992675781,0.011305959167419343,0.048092628086807934,3.1063144163970244e-08,2.8834676657477528e-08,4.29412038887697
13,0.5662413660365836,0.4472778729425845,0.00770569192310948,181.0500030517578,0.0,0.0,0.0,1e-07,0.0
14,1.700225167906734,0.4364719852998853,0.010151609737363105,261.66070556640625,0.07107418218089939,0.06343276896187648,3.447144821094005e-07,5.575186107993264e-08,47.652790012289245
15,0.4083173577916658,0.8859279036378206,0.009972425719053636,258.59295654296875,0.0124852534449609,0.07242796474470499,7.288561685044672e-08,4.30556831832962e-08,10.075593498239602
16,0.3192894100237961,0.8546553642375007,0.0065060399063961724,200.2307891845703,0.04080099418926419,0.06731979013864836,3.221408860788783e-07,7.767901260621941e-08,44.53225145852075
17,1.555961848892651,0.7844684671889218,0.006628745232132132,191.37966918945312,0.02835585297857768,0.07712759792796928,1.2190655036399946e-07,6.74793866368344e-08,16.852170555963447
