,x_(nm),baseline_dark,baseline_light,baseline_mirror,baseline_calibration,baseline_dark_smoothed,baseline_light_smoothed,raw_signal,calibrated_signal,calibrated_signal_smoothed,raw_signal_smoothed
0,186.23,1061,1030,0.3621226043733797,-0.01168137433462515,1031.9924269014166,3744.4277456830405,1051,0.1168137433462515,0.09406408374192089,1163.93505158877
1,186.775442325,1053,1029,1.18800459154587,-0.049500191314411246,1036.9817967374013,2814.131199585161,1052,0.049500191314411246,0.050961371624903995,1123.5312931816818
2,187.3207793,1044,1028,1.908567993433533,-0.1192854995895958,1041.7764855466455,2000.3899430438394,1045,-0.1192854995895958,0.012397387130286569,1088.4990722623513
3,187.86601092499998,1041,1032,1.7279185264672412,-0.19199094738524902,1046.3781866947713,1299.2293357078543,1040,0.19199094738524902,-0.021809288727639584,1058.6574598037896
4,188.41113719999998,1043,1031,1.043047789334166,-0.08692064911118051,1050.7885935474012,706.6747372259833,1047,-0.34768259644472205,-0.05184007493458266,1033.8255267790073
5,188.956158125,1040,1027,0.840365554154959,-0.06464350416576607,1055.0093994701574,218.7515072470046,1044,-0.2585740166630643,-0.0778763904762509,1013.8223441610157
6,189.50107369999998,1033,1029,0.8202728553565946,-0.20506821383914864,1059.0422978286622,-168.51499458030366,1039,-1.2304092830348918,-0.10009965433835248,998.4669829228258
7,190.045883925,1052,1048,0.837733819880384,-0.209433454970096,1062.888981988538,-459.09940860716415,1051,0.209433454970096,-0.11869128550659559,987.5785140374487
8,190.59058879999998,1066,1060,0.8116271105193998,-0.13527118508656663,1066.5511453154074,-656.9763751847968,1065,0.13527118508656663,-0.13383270296668848,980.9760084778954
9,191.135188325,1081,1068,0.8262856362484797,-0.06356043355757536,1070.0304811748922,-766.1205346644247,1069,0.7627252026909044,-0.14570532570433942,978.478537217177
10,191.67968249999998,1088,1079,0.8012221689422371,-0.08902468543802634,1073.3286829326153,-790.5065273972714,1068,1.7804937087605268,-0.1544905727052564,979.9051712283044
11,192.22407132499998,1072,1082,0.7775424502505143,0.07775424502505143,1076.4474439541984,-734.108993734556,1064,-0.6220339602004115,-0.16036986295514782,985.0749814842887
12,192.7683548,1052,1082,0.7753865851703869,0.025846219505679564,1079.3884576052644,-600.902574027501,1063,0.2843084145624752,-0.16352461543972185,993.807038958141
13,193.312532925,1055,1079,0.7956261498651602,0.03315108957771501,1082.1534172514355,-394.8619086273311,1063,0.2652087166217201,-0.16413624914468666,1005.9204146228724
14,193.8566057,1061,1079,0.7908861747409445,0.043938120818941356,1084.7440162583339,-119.96163788526337,1067,0.26362872491364814,-0.16238618305575048,1021.2341794514937
15,194.400573125,1077,1078,0.7942231778648126,0.7942231778648126,1087.1619479915819,219.8235978474736,1073,-3.1768927114592502,-0.15845583615862152,1039.5674044170162
16,194.9444352,1092,1076,0.7947581770897779,-0.04967238606811112,1089.408905816802,620.519158219664,1082,0.4967238606811112,-0.1525266274390079,1060.7391604924505
17,195.488191925,1106,1096,0.7914877943554887,-0.07914877943554886,1091.4865830996164,1078.1504028800828,1095,0.8706365737910375,-0.14477997588261787,1084.5685186508083
18,196.0318433,1119,1114,0.7911116722494277,-0.15822233444988554,1093.3966732056474,1588.7426914775078,1110,1.4240010100489697,-0.13539730047515974,1110.8745498651003
19,196.575389325,1108,1109,0.7900325230816138,0.7900325230816138,1095.1408695005175,2148.3213836607215,1097,-8.690357753897752,-0.12456002020234173,1139.4763251083375
20,197.11883,1097,1093,0.798472358442206,-0.1996180896105515,1096.720865349849,2752.911839078495,1085,2.395417075326618,-0.1124495540498718,1170.192915353531
21,197.662165325,1103,1102,0.7981102791346143,-0.7981102791346143,1098.1383541192642,3398.539417379614,1105,-1.5962205582692286,-0.0992473210034585,1202.8433915736916
22,198.2053953,1113,1111,0.8040599544843242,-0.4020299772421621,1099.3950291743854,4081.229478212851,1107,2.4121798634529728,-0.08513474004880968,1237.2468247418306
23,198.74851992499998,1107,1095,0.8074165803696804,-0.0672847150308067,1100.492583880835,4797.007381226982,1092,1.0092707254621005,-0.07029323017163379,1273.2222858309592
24,199.2915392,1116,1097,0.8060625325032217,-0.04242434381595903,1101.4327116042352,5541.898486070793,1102,0.5939408134234264,-0.05490421035763891,1310.588845814088
25,199.83445312499998,1135,1121,0.8122546130835153,-0.05801818664882252,1102.2171057101875,6311.928152392912,1122,0.7542364264346928,-0.03914909959253238,1349.165575664202
26,200.3772617,1118,2074,0.8144257223941842,0.0008519097514583517,1103.2947971641274,6997.063512197198,1165,0.04003975831854253,-0.026206026262169432,1384.077646152774
27,200.919964925,1095,6051,0.8150182986479615,0.00016445082700725615,1103.575664227934,7698.691906951312,1347,0.04144160840582855,-0.014266129833317563,1419.754784932814
28,201.4625628,1091,10610,0.8232603193402961,8.648600896525855e-05,1103.2741398445958,8418.2893383767,1551,0.039783564124018934,-0.007021377695445535,1455.8680151305527
29,202.005055325,1092,12543,0.8194894939197722,7.156488463188998e-05,1103.4416408072452,9154.321411583325,1649,0.03986164073996272,0.010060883165782481,1492.76096853833
30,202.5474425,1103,13418,0.8269202298982968,6.714739991053974e-05,1103.5877143309942,9902.769666356919,1695,0.039751260747039524,0.011252366379503942,1530.652155201674
31,203.089724325,1115,14080,0.8298864771900701,6.400975527883302e-05,1102.926113841742,10663.470157874266,1722,0.03885392145425164,0.01372513304021336,1568.4993544587346
32,203.63190079999998,1103,14714,0.8293789756785952,6.0934462984247684e-05,1101.5163197354204,11438.518335635923,1765,0.04033861449557197,-0.016477127940868957,1606.1156991098017
