sample,conductance_mean,conductance_std,conductance_mean_nz,conductance_std_nz,conductive_fraction
0,0.02464640221262813,0.026624275749563803,0.04687649048284173,0.01749686535427849,0.5257731958762887
1,0.5131661142241244,5.026351125402572,12.444278269935019,21.544904430828772,0.041237113402061855
2,0.0010230514744243287,0.0050330667622030915,0.014176570431308553,0.012827862002009643,0.07216494845360824
3,0.05926577177372107,0.07183730676445875,0.1402141429768523,0.02931065824176889,0.422680412371134
4,0.030996261071183934,0.03389873056815077,0.06263827758135086,0.01844414641092724,0.4948453608247423
5,1.1509775381881224e-05,0.00011277230695862557,0.0011164482120424788,0.0,0.010309278350515464
6,0.05407539117416313,0.06818765621456196,0.12793446204619086,0.03938336783849957,0.422680412371134
7,0.01827575299855336,0.11092186302436623,0.06818261695614139,0.20615366703980909,0.26804123711340205
8,0.02721464161628786,0.2186597715030035,0.17598801578532813,0.5319798440121496,0.15463917525773196
9,0.0,0.0,,,0.0
10,0.0,0.0,,,0.0
11,0.07174569016405144,0.08528230601279053,0.165698379664595,0.03506456741083254,0.4329896907216495
12,0.011305959167419343,0.048092628086807934,0.07311186928264508,0.10216659619860274,0.15463917525773196
13,0.0,0.0,,,0.0
14,0.07107418218089939,0.06343276896187648,0.12311063699191502,0.023736262102605286,0.5773195876288659
15,0.012485253444960901,0.07242796474470499,0.09315919878163131,0.17783782933277606,0.13402061855670103
16,0.0408023146429913,0.0673189910801356,0.09423391715167038,0.07369761412321392,0.4329896907216495
17,0.02835585297857768,0.07712759792796928,0.0550103547784407,0.10037001116915162,0.5154639175257731
18,0.009736677870825312,0.01578135602199647,0.023611443836751383,0.016623654758746716,0.41237113402061853
19,0.0,0.0,,,0.0
20,0.02698273882890489,0.15738666060639958,0.11379676810451192,0.307551609231893,0.23711340206185566
21,0.045407872617113446,0.34409819100636074,0.15730584442357157,0.6265633040581389,0.28865979381443296
22,0.0,0.0,,,0.0
23,0.08837232921502298,0.08325631944960475,0.15038799883960055,0.04969399676174535,0.5876288659793815
24,0.057056634282905534,0.05111141305043299,0.09709637763933048,0.023620101609580852,0.5876288659793815
25,0.02840821122333472,0.152498152107119,0.22963304072195564,0.3765310021346226,0.12371134020618557
26,0.0352968891081991,0.03948460637659242,0.06847596486990626,0.027432772494069974,0.5154639175257731
27,0.062375605139044436,0.06367725826208334,0.123478238744639,0.021954270136765434,0.5051546391752577
28,0.002052216494374988,0.00813585889509913,0.014218928568169559,0.016900289215189438,0.14432989690721648
29,0.1827708963845874,0.9639724276722728,0.29063568769352427,1.2026217588164219,0.6288659793814433
30,0.0,0.0,,,0.0
31,0.0,0.0,,,0.0
32,0.00495347534526497,0.007178511786608285,0.012986138067316272,0.0055481167192765754,0.38144329896907214
33,0.0038678107771241035,0.016460628250046818,0.05359680648300543,0.033004683380585556,0.07216494845360824
34,0.0020655482653005423,0.008720368527666318,0.02504477271676907,0.0186154257784343,0.08247422680412371
35,0.11134659068428572,0.10720746296652808,0.18001032160626193,0.07887256325530702,0.6185567010309279
36,0.0057756794473575995,0.010468411155130444,0.018674696879789576,0.010651201961928541,0.30927835051546393
37,0.0,0.0,,,0.0
38,0.04044706561167778,0.05207358778401719,0.10324645695612485,0.02092965783780841,0.3917525773195876
39,0.09787976020212841,0.11756546660919776,0.18616346548247945,0.0992623529661198,0.5257731958762887
40,0.09419990076605524,0.4773270326421753,0.2030531194290524,0.6848511917587456,0.4639175257731959
41,0.10993346087251757,0.3309500873331692,0.1974730686043371,0.42362478028915157,0.5567010309278351
42,0.013528764562180023,0.021006051328969662,0.03859676948621948,0.017068340498021507,0.35051546391752575
43,0.026801914812103953,0.05990137649646295,0.08964778402669253,0.0797987061297169,0.29896907216494845
44,0.04218388571127952,0.04049766386474859,0.06935316803379853,0.028497285978623277,0.6082474226804123
45,0.1995539042953904,1.2779833631324073,0.4207984503620188,1.8305490537513687,0.4742268041237113
46,0.07805146180256209,0.47041986076446857,0.24422554176930716,0.8073752257143553,0.31958762886597936
47,0.08305458056478066,0.10210136417517252,0.14386239847828078,0.09648363232702177,0.5773195876288659
48,0.04348355063112296,0.0337895559202521,0.05549874225288063,0.02811379061250071,0.7835051546391752
49,0.06582417328419972,0.07958738481621506,0.11201657558890127,0.07486558568435639,0.5876288659793815
50,0.019302590782592832,0.04159206156819239,0.06686968949683945,0.053028947753869224,0.28865979381443296
51,0.0,0.0,,,0.0
52,0.005488329312873701,0.034831067838067865,0.06654599291859362,0.10318404431786646,0.08247422680412371
53,0.015051272014630156,0.031987583288631154,0.058398935416765003,0.03792861564758018,0.25773195876288657
54,0.02026677647033243,0.034785368611699494,0.05957203992794683,0.034860238460534,0.3402061855670103
55,0.032807048606187286,0.03430422821178048,0.0623977198980425,0.0197939165436065,0.5257731958762887
56,0.021729883516521418,0.03250930616970576,0.06586870940945554,0.0172111645409133,0.32989690721649484
57,0.0,0.0,,,0.0
58,0.03218481693614964,0.039714423319138326,0.06371280087360234,0.03336983965559223,0.5051546391752577
59,0.0,0.0,,,0.0
60,2.2303544567385715e-05,0.00021852921458207514,0.0021634438230364143,0.0,0.010309278350515464
61,0.010149187606367873,0.021994650102741757,0.031757135413473664,0.028766449518399965,0.31958762886597936
62,0.00012944356261579076,0.00044138020091413267,0.0010463354644776417,0.0007844680024544292,0.12371134020618557
63,0.05125236783987177,0.05277531156251111,0.09380150340504832,0.033261538680730784,0.5463917525773195
