time(s),temp(C),target_temp,ramp_time,hold_time,stage
0.0069963932037353516,22.5,231.01658630371094,0.75,450,RAMP
0.14299798011779785,22.5,231.01658630371094,0.75,450,RAMP
0.287001371383667,22.5,231.01658630371094,0.75,450,RAMP
0.47699928283691406,22.5,231.01658630371094,0.75,450,RAMP
0.6579985618591309,22.5,231.01658630371094,0.75,450,RAMP
0.784003496170044,22.5,231.01658630371094,0.75,450,RAMP
0.9270017147064209,22.5,231.0,0.75,450,RAMP
1.1160001754760742,22.5,231.0,0.75,450,RAMP
1.2770066261291504,22.5,231.0,0.75,450,RAMP
1.4410243034362793,22.5,231.0,0.75,450,RAMP
1.576000690460205,22.5,231.0,0.75,450,RAMP
1.7300000190734863,22.5,231.0,0.75,450,RAMP
1.8699986934661865,22.5,231.0,0.75,450,RAMP
2.0170061588287354,22.5,231.0,0.75,450,RAMP
2.1450352668762207,22.5,231.0,0.75,450,RAMP
2.2829999923706055,22.5,231.0,0.75,450,RAMP
2.4100005626678467,22.5,231.0,0.75,450,RAMP
2.6030004024505615,22.5,231.0,0.75,450,RAMP
2.800004720687866,22.5,231.0,0.75,450,RAMP
2.9239983558654785,22.5,231.0,0.75,450,RAMP
3.069998025894165,22.5,231.0,0.75,450,RAMP
3.1989986896514893,22.5,231.0,0.75,450,RAMP
3.3440048694610596,22.5,231.0,0.75,450,RAMP
3.4919979572296143,22.6,231.0,0.75,450,RAMP
3.6399970054626465,22.6,231.0,0.75,450,RAMP
3.819004535675049,22.6,231.0,0.75,450,RAMP
4.025999546051025,22.6,231.0,0.75,450,RAMP
4.23900032043457,22.6,231.0,0.75,450,RAMP
4.446003675460815,22.6,231.0,0.75,450,RAMP
4.597999572753906,22.6,231.0,0.75,450,RAMP
4.732000112533569,22.6,231.0,0.75,450,RAMP
4.856996297836304,22.6,231.0,0.75,450,RAMP
5.008998155593872,22.6,231.0,0.75,450,RAMP
5.149002552032471,22.6,231.0,0.75,450,RAMP
5.294002532958984,22.6,231.0,0.75,450,RAMP
5.420000791549683,22.6,231.0,0.75,450,RAMP
5.5610034465789795,22.6,231.0,0.75,450,RAMP
5.723998069763184,22.6,231.0,0.75,450,RAMP
5.948002099990845,22.6,231.0,0.75,450,RAMP
6.0909998416900635,22.6,231.0,0.75,450,RAMP
6.234007120132446,22.6,231.0,0.75,450,RAMP
6.374997615814209,22.6,231.0,0.75,450,RAMP
6.508028030395508,22.6,231.0,0.75,450,RAMP
6.651001691818237,22.7,231.0,0.75,450,RAMP
6.792999267578125,22.7,231.0,0.75,450,RAMP
6.916001796722412,22.7,231.0,0.75,450,RAMP
7.077008485794067,22.7,231.0,0.75,450,RAMP
7.202003479003906,22.7,231.0,0.75,450,RAMP
7.397999048233032,22.7,231.0,0.75,450,RAMP
7.546045303344727,22.7,231.0,0.75,450,RAMP
7.674997091293335,22.7,231.0,0.75,450,RAMP
7.831998348236084,22.7,231.0,0.75,450,RAMP
7.961004972457886,22.7,231.0,0.75,450,RAMP
8.101999759674072,22.7,231.0,0.75,450,RAMP
8.249999761581421,22.7,231.0,0.75,450,RAMP
8.3899986743927,22.7,231.0,0.75,450,RAMP
8.557998895645142,22.8,231.0,0.75,450,RAMP
8.74099612236023,22.8,231.0,0.75,450,RAMP
8.920998096466064,22.8,231.0,0.75,450,RAMP
9.063999891281128,22.8,231.0,0.75,450,RAMP
9.214001655578613,22.8,231.0,0.75,450,RAMP
9.351000547409058,22.8,231.0,0.75,450,RAMP
9.5079984664917,22.8,231.0,0.75,450,RAMP
9.655009746551514,22.8,231.0,0.75,450,RAMP
9.814005613327026,22.8,231.0,0.75,450,RAMP
9.971996784210205,22.8,231.0,0.75,450,RAMP
10.132998704910278,22.8,231.0,0.75,450,RAMP
