time(s),temp(C),target_temp,ramp_time,hold_time,stage
0.007005214691162109,22.9,247.42330932617188,0.75,450,RAMP
0.1629929542541504,22.9,247.42330932617188,0.75,450,RAMP
0.3189997673034668,22.9,247.42330932617188,0.75,450,RAMP
0.4929955005645752,22.9,247.42330932617188,0.75,450,RAMP
0.6909995079040527,22.9,247.42330932617188,0.75,450,RAMP
0.8749971389770508,22.9,247.42330932617188,0.75,450,RAMP
1.0190036296844482,22.9,247.4,0.75,450,RAMP
1.1749961376190186,22.9,247.4,0.75,450,RAMP
1.376997470855713,22.9,247.4,0.75,450,RAMP
1.5199980735778809,22.9,247.4,0.75,450,RAMP
1.6469991207122803,22.9,247.4,0.75,450,RAMP
1.7729980945587158,22.9,247.4,0.75,450,RAMP
1.9049952030181885,22.9,247.4,0.75,450,RAMP
2.0489938259124756,22.9,247.4,0.75,450,RAMP
2.1829988956451416,22.9,247.4,0.75,450,RAMP
2.319997787475586,22.9,247.4,0.75,450,RAMP
2.4629950523376465,22.9,247.4,0.75,450,RAMP
2.634007215499878,22.9,247.4,0.75,450,RAMP
2.8159971237182617,22.9,247.4,0.75,450,RAMP
2.9759960174560547,22.9,247.4,0.75,450,RAMP
3.117999792098999,22.9,247.4,0.75,450,RAMP
3.2599937915802,22.9,247.4,0.75,450,RAMP
3.406001567840576,22.9,247.4,0.75,450,RAMP
3.5629940032958984,22.9,247.4,0.75,450,RAMP
3.7059974670410156,22.9,247.4,0.75,450,RAMP
3.835026502609253,22.9,247.4,0.75,450,RAMP
4.023000240325928,22.9,247.4,0.75,450,RAMP
4.202466249465942,22.9,247.4,0.75,450,RAMP
4.36540150642395,22.9,247.4,0.75,450,RAMP
4.508427381515503,22.9,247.4,0.75,450,RAMP
4.651404857635498,22.9,247.4,0.75,450,RAMP
4.778394460678101,22.9,247.4,0.75,450,RAMP
4.9093992710113525,22.9,247.4,0.75,450,RAMP
5.051430940628052,22.9,247.4,0.75,450,RAMP
5.1953957080841064,23.0,247.4,0.75,450,RAMP
5.383398056030273,23.0,247.4,0.75,450,RAMP
5.558398962020874,23.0,247.4,0.75,450,RAMP
5.7033984661102295,23.0,247.4,0.75,450,RAMP
5.883397579193115,23.0,247.4,0.75,450,RAMP
6.026397466659546,23.0,247.4,0.75,450,RAMP
6.161426305770874,23.0,247.4,0.75,450,RAMP
6.314393997192383,23.0,247.4,0.75,450,RAMP
6.474398612976074,23.0,247.4,0.75,450,RAMP
6.61840558052063,23.0,247.4,0.75,450,RAMP
6.767413377761841,23.0,247.4,0.75,450,RAMP
6.906432867050171,23.0,247.4,0.75,450,RAMP
7.047426462173462,23.0,247.4,0.75,450,RAMP
7.2113964557647705,23.0,247.4,0.75,450,RAMP
7.398396253585815,23.0,247.4,0.75,450,RAMP
7.545394659042358,23.0,247.4,0.75,450,RAMP
7.689399242401123,23.1,247.4,0.75,450,RAMP
7.833399534225464,23.1,247.4,0.75,450,RAMP
7.972398042678833,23.1,247.4,0.75,450,RAMP
8.10539722442627,23.1,247.4,0.75,450,RAMP
8.247426509857178,23.1,247.4,0.75,450,RAMP
8.388400316238403,23.1,247.4,0.75,450,RAMP
8.586398363113403,23.1,247.4,0.75,450,RAMP
8.781394958496094,23.1,247.4,0.75,450,RAMP
8.919403791427612,23.1,247.4,0.75,450,RAMP
9.059427976608276,23.1,247.4,0.75,450,RAMP
9.204396486282349,23.2,247.4,0.75,450,RAMP
9.33539867401123,23.2,247.4,0.75,450,RAMP
9.482396125793457,23.2,247.4,0.75,450,RAMP
9.623399019241333,23.2,247.4,0.75,450,RAMP
9.762394189834595,23.2,247.4,0.75,450,RAMP
9.953399658203125,23.2,247.4,0.75,450,RAMP
10.150965690612793,23.2,247.4,0.75,450,RAMP
10.309933185577393,23.2,247.4,0.75,450,RAMP
10.459935426712036,23.3,247.4,0.75,450,RAMP
10.614933252334595,23.3,247.4,0.75,450,RAMP
10.756940364837646,23.3,247.4,0.75,450,RAMP
10.90793490409851,23.3,247.4,0.75,450,RAMP
11.05996561050415,23.3,247.4,0.75,450,RAMP
11.201935052871704,23.3,247.4,0.75,450,RAMP
11.358964443206787,23.3,247.4,0.75,450,RAMP
11.554936408996582,23.4,247.4,0.75,450,RAMP
11.699934720993042,23.4,247.4,0.75,450,RAMP
11.843934059143066,23.4,247.4,0.75,450,RAMP
11.988934516906738,23.4,247.4,0.75,450,RAMP
12.130963563919067,23.4,247.4,0.75,450,RAMP
12.259933471679688,23.4,247.4,0.75,450,RAMP
12.40293550491333,23.5,247.4,0.75,450,RAMP
12.54693078994751,23.5,247.4,0.75,450,RAMP
12.718966245651245,23.5,247.4,0.75,450,RAMP
12.912932872772217,23.5,247.4,0.75,450,RAMP
13.068933963775635,23.5,247.4,0.75,450,RAMP
13.213932991027832,23.6,247.4,0.75,450,RAMP
13.362932443618774,23.6,247.4,0.75,450,RAMP
13.506940126419067,23.6,247.4,0.75,450,RAMP
13.6499342918396,23.7,247.4,0.75,450,RAMP
13.789936065673828,23.7,247.4,0.75,450,RAMP
13.916937351226807,23.7,247.4,0.75,450,RAMP
14.062930822372437,23.8,247.4,0.75,450,RAMP
14.216933488845825,23.8,247.4,0.75,450,RAMP
14.383938550949097,23.9,247.4,0.75,450,RAMP
14.529933452606201,23.9,247.4,0.75,450,RAMP
14.666934251785278,23.9,247.4,0.75,450,RAMP
14.80493450164795,24.0,247.4,0.75,450,RAMP
14.943933010101318,24.0,247.4,0.75,450,RAMP
15.086934804916382,24.0,247.4,0.75,450,RAMP
15.232933521270752,24.1,247.4,0.75,450,RAMP
15.37593150138855,24.1,247.4,0.75,450,RAMP
15.516937494277954,24.1,247.4,0.75,450,RAMP
15.689988374710083,24.1,247.4,0.75,450,RAMP
15.839991569519043,24.1,247.4,0.75,450,RAMP
15.98298716545105,24.2,247.4,0.75,450,RAMP
16.12298846244812,24.2,247.4,0.75,450,RAMP
16.254987716674805,24.2,247.4,0.75,450,RAMP
16.398016929626465,24.3,247.4,0.75,450,RAMP
16.539992570877075,24.3,247.4,0.75,450,RAMP
16.685072898864746,24.3,247.4,0.75,450,RAMP
16.82906174659729,24.4,247.4,0.75,450,RAMP
17.01109504699707,24.4,247.4,0.75,450,RAMP
17.181062936782837,24.6,247.4,0.75,450,RAMP
17.320069551467896,24.6,247.4,0.75,450,RAMP
17.465062856674194,24.6,247.4,0.75,450,RAMP
17.609168767929077,24.7,247.4,0.75,450,RAMP
17.756137132644653,24.7,247.4,0.75,450,RAMP
17.899131059646606,24.7,247.4,0.75,450,RAMP
18.060131311416626,24.9,247.4,0.75,450,RAMP
18.19918966293335,24.9,247.4,0.75,450,RAMP
18.4071946144104,25.0,247.4,0.75,450,RAMP
18.6091890335083,25.0,247.4,0.75,450,RAMP
18.747187614440918,25.0,247.4,0.75,450,RAMP
18.891193151474,25.1,247.4,0.75,450,RAMP
19.035193920135498,25.1,247.4,0.75,450,RAMP
19.160191774368286,25.3,247.4,0.75,450,RAMP
19.306191205978394,25.3,247.4,0.75,450,RAMP
19.450200080871582,25.3,247.4,0.75,450,RAMP
19.57918906211853,25.4,247.4,0.75,450,RAMP
19.776190996170044,25.4,247.4,0.75,450,RAMP
19.978193521499634,25.6,247.4,0.75,450,RAMP
20.119191884994507,25.6,247.4,0.75,450,RAMP
20.249190092086792,25.6,247.4,0.75,450,RAMP
20.392215251922607,25.6,247.4,0.75,450,RAMP
20.549189805984497,25.6,247.4,0.75,450,RAMP
20.698188543319702,25.6,247.4,0.75,450,RAMP
20.837189435958862,26.7,247.4,0.75,450,RAMP
20.976192474365234,26.7,247.4,0.75,450,RAMP
21.155189752578735,26.9,247.4,0.75,450,RAMP
21.315189599990845,26.9,247.4,0.75,450,RAMP
21.480189561843872,26.9,247.4,0.75,450,RAMP
21.620193243026733,27.1,247.4,0.75,450,RAMP
21.768211603164673,27.1,247.4,0.75,450,RAMP
21.91118836402893,27.1,247.4,0.75,450,RAMP
22.056193351745605,27.3,247.4,0.75,450,RAMP
22.197187900543213,27.3,247.4,0.75,450,RAMP
22.329219818115234,27.3,247.4,0.75,450,RAMP
22.478188514709473,27.5,247.4,0.75,450,RAMP
22.64718794822693,27.5,247.4,0.75,450,RAMP
22.80919122695923,27.5,247.4,0.75,450,RAMP
22.950190544128418,27.5,247.4,0.75,450,RAMP
23.094189405441284,27.5,247.4,0.75,450,RAMP
23.232189416885376,27.6,247.4,0.75,450,RAMP
23.383190155029297,27.6,247.4,0.75,450,RAMP
23.524192333221436,27.6,247.4,0.75,450,RAMP
23.653194665908813,27.7,247.4,0.75,450,RAMP
23.781219482421875,27.7,247.4,0.75,450,RAMP
23.953195333480835,27.8,247.4,0.75,450,RAMP
24.11221957206726,27.8,247.4,0.75,450,RAMP
24.29219079017639,27.8,247.4,0.75,450,RAMP
24.437196254730225,27.9,247.4,0.75,450,RAMP
24.57519030570984,27.9,247.4,0.75,450,RAMP
24.724197387695312,27.9,247.4,0.75,450,RAMP
24.868194818496704,28.1,247.4,0.75,450,RAMP
25.009219646453857,28.1,247.4,0.75,450,RAMP
25.13619303703308,28.1,247.4,0.75,450,RAMP
25.273192167282104,28.1,247.4,0.75,450,RAMP
25.442190408706665,28.1,247.4,0.75,450,RAMP
25.603198289871216,29.3,247.4,0.75,450,RAMP
25.764188289642334,29.3,247.4,0.75,450,RAMP
25.906193017959595,29.3,247.4,0.75,450,RAMP
26.04619002342224,29.5,247.4,0.75,450,RAMP
26.194425344467163,29.5,247.4,0.75,450,RAMP
26.3384268283844,29.5,247.4,0.75,450,RAMP
26.497425317764282,29.8,247.4,0.75,450,RAMP
26.63542866706848,29.8,247.4,0.75,450,RAMP
26.797423839569092,30.0,247.4,0.75,450,RAMP
27.006431102752686,30.0,247.4,0.75,450,RAMP
27.196425914764404,30.2,247.4,0.75,450,RAMP
27.33042621612549,30.2,247.4,0.75,450,RAMP
27.48842763900757,30.2,247.4,0.75,450,RAMP
27.63242769241333,30.2,247.4,0.75,450,RAMP
27.79242706298828,30.2,247.4,0.75,450,RAMP
27.936427354812622,30.2,247.4,0.75,450,RAMP
28.059426307678223,30.3,247.4,0.75,450,RAMP
28.217432022094727,30.3,247.4,0.75,450,RAMP
28.401434183120728,30.4,247.4,0.75,450,RAMP
28.59542465209961,30.4,247.4,0.75,450,RAMP
28.732425928115845,30.4,247.4,0.75,450,RAMP
28.896424055099487,30.5,247.4,0.75,450,RAMP
29.03743076324463,30.5,247.4,0.75,450,RAMP
29.17944884300232,30.7,247.4,0.75,450,RAMP
29.309449434280396,30.7,247.4,0.75,450,RAMP
29.457456827163696,30.7,247.4,0.75,450,RAMP
29.63045024871826,30.9,247.4,0.75,450,RAMP
29.820451974868774,30.9,247.4,0.75,450,RAMP
29.957454681396484,30.9,247.4,0.75,450,RAMP
30.093449354171753,30.9,247.4,0.75,450,RAMP
30.238450527191162,30.9,247.4,0.75,450,RAMP
30.377448558807373,32.2,247.4,0.75,450,RAMP
30.523451805114746,32.2,247.4,0.75,450,RAMP
30.651466369628906,32.2,247.4,0.75,450,RAMP
30.785451650619507,32.4,247.4,0.75,450,RAMP
30.918460369110107,32.4,247.4,0.75,450,RAMP
31.08044743537903,32.4,247.4,0.75,450,RAMP
31.27145004272461,32.6,247.4,0.75,450,RAMP
31.420452117919922,32.6,247.4,0.75,450,RAMP
31.547449588775635,32.6,247.4,0.75,450,RAMP
31.681448698043823,32.9,247.4,0.75,450,RAMP
31.815449714660645,32.9,247.4,0.75,450,RAMP
31.969454050064087,33.1,247.4,0.75,450,RAMP
32.10745048522949,33.1,247.4,0.75,450,RAMP
32.25045204162598,33.1,247.4,0.75,450,RAMP
32.394447803497314,33.1,247.4,0.75,450,RAMP
32.57848000526428,33.1,247.4,0.75,450,RAMP
32.76846170425415,33.2,247.4,0.75,450,RAMP
32.90745401382446,33.2,247.4,0.75,450,RAMP
33.05145716667175,33.2,247.4,0.75,450,RAMP
33.1934494972229,33.3,247.4,0.75,450,RAMP
33.317458391189575,33.3,247.4,0.75,450,RAMP
33.4494514465332,33.3,247.4,0.75,450,RAMP
33.60448718070984,33.5,247.4,0.75,450,RAMP
33.73645257949829,33.5,247.4,0.75,450,RAMP
33.90245079994202,33.5,247.4,0.75,450,RAMP
34.08446002006531,33.6,247.4,0.75,450,RAMP
34.26244759559631,33.6,247.4,0.75,450,RAMP
34.44045639038086,33.8,247.4,0.75,450,RAMP
34.57944989204407,33.8,247.4,0.75,450,RAMP
34.70746326446533,33.8,247.4,0.75,450,RAMP
34.851454734802246,33.8,247.4,0.75,450,RAMP
34.98044967651367,33.8,247.4,0.75,450,RAMP
35.11045050621033,33.8,247.4,0.75,450,RAMP
35.256452322006226,35.1,247.4,0.75,450,RAMP
35.397449016571045,35.1,247.4,0.75,450,RAMP
35.54045653343201,35.4,247.4,0.75,450,RAMP
35.71746039390564,35.4,247.4,0.75,450,RAMP
35.897449016571045,35.4,247.4,0.75,450,RAMP
36.03745126724243,35.6,247.4,0.75,450,RAMP
36.16045331954956,35.6,247.4,0.75,450,RAMP
36.307467460632324,35.6,247.4,0.75,450,RAMP
36.45345115661621,35.9,247.4,0.75,450,RAMP
36.598448753356934,35.9,247.4,0.75,450,RAMP
36.74049711227417,35.9,247.4,0.75,450,RAMP
36.9004545211792,36.1,247.4,0.75,450,RAMP
37.060447692871094,36.1,247.4,0.75,450,RAMP
37.21044898033142,36.1,247.4,0.75,450,RAMP
37.36347961425781,36.1,247.4,0.75,450,RAMP
37.50947976112366,36.1,247.4,0.75,450,RAMP
37.6534538269043,36.2,247.4,0.75,450,RAMP
37.79145097732544,36.2,247.4,0.75,450,RAMP
37.98545289039612,36.3,247.4,0.75,450,RAMP
38.116451263427734,36.3,247.4,0.75,450,RAMP
38.26044797897339,36.3,247.4,0.75,450,RAMP
38.40146017074585,36.5,247.4,0.75,450,RAMP
38.56244897842407,36.5,247.4,0.75,450,RAMP
38.75445032119751,36.5,247.4,0.75,450,RAMP
38.89245343208313,36.6,247.4,0.75,450,RAMP
39.02644968032837,36.6,247.4,0.75,450,RAMP
39.1689887046814,36.8,247.4,0.75,450,RAMP
39.314014196395874,36.8,247.4,0.75,450,RAMP
39.45698952674866,36.8,247.4,0.75,450,RAMP
39.58598566055298,36.8,247.4,0.75,450,RAMP
39.72598361968994,36.8,247.4,0.75,450,RAMP
39.87898373603821,36.8,247.4,0.75,450,RAMP
40.03101587295532,38.1,247.4,0.75,450,RAMP
40.224987506866455,38.1,247.4,0.75,450,RAMP
40.36799478530884,38.3,247.4,0.75,450,RAMP
40.52598333358765,38.3,247.4,0.75,450,RAMP
40.67198419570923,38.3,247.4,0.75,450,RAMP
40.81298208236694,38.6,247.4,0.75,450,RAMP
40.959983348846436,38.6,247.4,0.75,450,RAMP
