sample,position,conductance
25,0,0.0
25,1,0.0
25,10,0.0
25,11,0.0
25,12,0.15171630697800728
25,13,0.14644190623429343
25,14,0.1374731473210362
25,15,0.1911467906317319
25,16,0.15662903877765796
25,17,0.15184172625821743
25,18,0.13035034635018095
25,19,0.0
25,2,0.0
25,20,0.0
25,21,0.08242608705584258
25,22,0.20904330287223993
25,23,0.30983717768606633
25,24,0.5099007798641054
25,25,0.11967117097556959
25,26,0.2229826283790627
25,27,0.4462032217274959
25,28,0.1859647859737919
25,29,0.13636211778550644
25,3,0.0
25,30,0.16246184467533617
25,31,0.0
25,32,0.028161828001957323
25,33,0.018636250566358977
25,34,0.03393376134632876
25,35,0.022370835589059244
25,36,0.0
25,37,0.5761405071715497
25,38,0.06677462215222332
25,39,0.15066532732365212
25,4,0.0
25,40,0.19212237866168086
25,41,0.3119434455445895
25,42,0.0
25,43,0.03904638682864966
25,44,0.03159721531033136
25,45,0.0953685555294654
25,46,0.06590381122211034
25,47,0.10369109179461279
25,48,0.4184138683396206
25,49,0.13657775747321776
25,5,0.13398497243689853
25,50,0.07845921787928656
25,51,0.5143686305089521
25,52,0.0017312490578604448
25,53,0.03400718737046903
25,54,0.013622731925819042
25,55,0.014093012898619986
25,56,0.01566082431039601
25,57,0.01314240152529961
25,58,0.013841029273509973
25,59,0.014396945971737593
25,6,0.12000383326530256
25,60,0.03461298871191322
25,61,0.0020411903166339613
25,62,0.002491452892890019
25,63,2.861605794179411
25,64,0.0
25,65,0.001347210849650951
25,66,0.005844428030229167
25,67,0.034185003034285275
25,68,0.006157617159794157
25,69,0.004147996362207189
25,7,0.12085841936870118
25,70,0.003652722615505936
25,71,0.45554878595597725
25,72,0.028601603262870885
25,73,0.003477296038704092
25,74,0.010070185741986534
25,75,0.0
25,76,0.0974839666727385
25,77,0.07887191083372734
25,78,0.0014691143679091358
25,79,0.0016487090649239364
25,8,0.0
25,80,0.0019562378963020083
25,81,0.002080525088866285
25,82,0.002268946088803697
25,83,0.0
25,84,0.0
25,85,0.0
25,86,0.0
25,87,0.0
25,88,0.38861869094904267
25,89,0.06627729387726096
25,9,0.0
25,90,0.0
25,91,0.0
25,92,0.0
25,93,0.0
25,94,0.0
25,95,0.0
25,96,0.0
22,0,0.0
22,1,0.0
22,10,0.0
22,11,0.0
22,12,0.0
22,13,0.0
22,14,0.0
22,15,0.0
22,16,0.0
22,17,0.0
22,18,0.0
22,19,0.0
22,2,0.0
22,20,0.0
22,21,0.0
22,22,0.0
22,23,0.0
22,24,0.0
22,25,0.0
22,26,0.0
22,27,0.0
22,28,0.0
22,29,0.0
22,3,0.0
22,30,0.0
22,31,0.0
22,32,0.0
22,33,0.0
22,34,0.0
22,35,0.0
22,36,0.0
22,37,0.0
22,38,0.0
22,39,0.0
22,4,0.0
22,40,0.0
22,41,0.0
22,42,0.0
22,43,0.0
22,44,0.0
22,45,0.0
22,46,0.0
22,47,0.0
22,48,0.0
22,49,0.0
22,5,0.0
22,50,0.0
22,51,0.0
22,52,0.0
22,53,0.0
22,54,0.0
22,55,0.0
22,56,0.0
22,57,0.0
22,58,0.0
22,59,0.0
22,6,0.0
22,60,0.0
22,61,0.0
22,62,0.0
22,63,0.0
22,64,0.0
22,65,0.0
22,66,0.0
22,67,0.0
22,68,0.0
22,69,0.0
22,7,0.0
22,70,0.0
22,71,0.0
22,72,0.0
22,73,0.0
22,74,0.0
22,75,0.0
22,76,0.0
22,77,0.0
22,78,0.0
22,79,0.0
22,8,0.0
22,80,0.0
22,81,0.0
22,82,0.0
22,83,0.0
22,84,0.0
22,85,0.0
22,86,0.0
22,87,0.0
22,88,0.0
22,89,0.0
22,9,0.0
22,90,0.0
22,91,0.0
22,92,0.0
22,93,0.0
22,94,0.0
22,95,0.0
22,96,0.0
14,0,0.0
14,1,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.3218602418457856
14,14,0.19772466924546703
14,15,0.2272279825417494
14,16,0.1773169338811751
14,17,0.1472053639952292
14,18,0.12251258969999898
14,19,0.0
14,2,0.0
14,20,0.0
14,21,0.0
14,22,0.1576720399045408
14,23,0.20959533428808994
14,24,0.24839376173971012
14,25,0.23831272277239257
14,26,0.22591681926675425
14,27,0.17727410770850616
14,28,0.14655878404783004
14,29,0.0
14,3,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,0.16757103156487635
14,34,0.22733345778216327
14,35,0.2246889502468046
14,36,0.2311637994319842
14,37,0.22517183023202023
14,38,0.26331926192814625
14,39,0.16420652259037802
14,4,0.0
14,40,0.1267215576179388
14,41,0.0
14,42,0.0
14,43,0.04351517849832972
14,44,0.0504104908264249
14,45,0.18762866635795497
14,46,0.17302224757135465
14,47,0.1707084243534393
14,48,0.20998541546296898
14,49,0.3729691264948501
14,5,0.0
14,50,0.16390397924207606
14,51,0.12516577760222777
14,52,0.0
14,53,0.0
14,54,0.03481777941056582
14,55,0.05402545810790727
14,56,0.11080130713884898
14,57,0.11843530549689124
14,58,0.13020580236117058
14,59,0.07450669939227972
14,6,0.0
14,60,0.14155597191885422
14,61,0.10412502905088306
14,62,0.11321964275078278
14,63,0.0
14,64,0.0
14,65,0.0
14,66,0.008767080025305298
14,67,0.009722301215919599
14,68,0.1477238757975638
14,69,0.10025297405818231
14,7,0.14494530328505378
14,70,0.08965471663217943
14,71,0.08442130282331368
14,72,0.13762775173172567
14,73,0.0
14,74,0.0
14,75,0.0
14,76,0.0
14,77,0.00016880185450287533
14,78,0.006454307234447647
14,79,0.04024353663649404
14,8,0.2407948597039708
14,80,0.06158258715398666
14,81,0.05506515013572182
14,82,0.0
14,83,0.0
14,84,0.0
14,85,0.0
14,86,0.0
14,87,0.0
14,88,0.0
14,89,0.0
14,9,0.0
14,90,0.0
14,91,0.0
14,92,0.0
14,93,0.0
14,94,0.0
14,95,0.0
14,96,0.0
13,0,0.0
13,1,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.012430044817592016
13,15,0.20932641898267657
13,16,0.0987925364496827
13,17,0.11158883531384915
13,18,0.08569310517682817
13,19,0.17288941934820526
13,2,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.03543681814024894
13,24,0.1254277646720695
13,25,0.018857569638580117
13,26,0.08199332328368497
13,27,0.10063835628235292
13,28,0.0
13,29,0.06764700055615497
13,3,0.0
13,30,0.0
13,31,0.0
13,32,0.0
13,33,0.0
13,34,0.0031972949788263696
13,35,0.029276354799390985
13,36,0.0
13,37,0.07461458369752354
13,38,0.024299307343037185
13,39,0.6367397759148994
13,4,0.0
13,40,0.013331812363997055
