sample,conductance_mean,conductance_std,conductance_mean_nz,conductance_std_nz,conductive_fraction,INPUT_fuel_oxidizer_ratio,INPUT_acac_amount,INPUT_concentration,INPUT_anneal_temperature,condxrf_avg,condxrf_std,condxrf_count,manual,condxrfman_avg,condxrfman_std
41,0.006482703805059567,0.019694707654050327,0.036989545240634,0.0329358781438444,0.17525773195876287,0.3058932647066249,0.7173170429793552,0.010536530561973857,206.26528930664062,1.1235444954848748e-07,7.982002163869735e-08,14,False,1.1235444954848748e-07,7.982002163869735e-08
42,2.035233325472412e-05,0.00015843656755081805,0.0006580587752360798,0.0006260892362928817,0.030927835051546393,1.4433258542319352,0.2875961864731428,0.006983073466216232,210.4904327392578,2.055586412824126e-09,1.8708820458547207e-09,3,False,2.055586412824126e-09,1.8708820458547207e-09
43,0.0042587781212764545,0.01457343584433674,0.03442512314698467,0.02604417149306105,0.12371134020618554,0.29135677698275425,0.5855464778280166,0.010538602450383235,219.05838012695312,1.0741366685669117e-07,8.064364471081039e-08,12,False,1.0741366685669117e-07,8.064364471081039e-08
44,0.018483696431073438,0.022886203034375555,0.03814720327264093,0.018190146862762498,0.4845360824742268,1.4387242358706767,0.314662047083663,0.008001724499757395,224.25927734375,1.2671645532418025e-07,4.065896479524057e-08,35,False,1.2671645532418025e-07,4.065896479524057e-08
45,0.05180691786455091,0.0960135876029738,0.12885310340670356,0.11402059069879272,0.4020618556701031,0.6447589777048057,0.9649681656590932,0.0074547709881775705,253.4886016845703,3.207743547072994e-07,2.2944545986822253e-07,30,False,3.207743547072994e-07,2.2944545986822253e-07
46,0.05981069468303315,0.05236787623842803,0.10002823076300373,0.02373877301357116,0.5979381443298969,0.8641247279596597,0.26199814154775297,0.006614368169357695,267.8675537109375,3.853971717843343e-07,8.206760433491742e-08,46,False,3.853971717843343e-07,8.206760433491742e-08
47,0.08177483423964255,0.08728944482643942,0.1391606828288654,0.07057318031365138,0.5876288659793815,0.9582177880058992,0.7917284688802617,0.0069942049459489645,245.9988250732422,5.11652285861387e-07,1.9446150897078488e-07,41,False,5.11652285861387e-07,1.9446150897078488e-07
48,0.060509599795003824,0.11410920952095847,0.11738862360230737,0.13632174579488,0.5154639175257731,0.8255257269221654,0.7685915807611866,0.0062751580190241706,212.7899932861328,3.864006643152015e-07,1.1810402266811369e-07,38,False,3.864006643152015e-07,1.1810402266811369e-07
49,0.2191328375982792,1.6198718627648006,0.6251730955009731,2.6892803842550403,0.3505154639175257,1.1495121350357709,0.8822352949075607,0.009970764036697848,210.9781494140625,1.4650384141567767e-07,1.0803919846923339e-07,28,False,1.4650384141567767e-07,1.0803919846923339e-07
50,0.0017757985322487183,0.008784125836410986,0.024607493946875097,0.022525504351018872,0.07216494845360824,1.474650128024213,0.8748109072534347,0.010690291242219195,241.06472778320312,5.3500756612855944e-08,5.348016075641093e-08,7,False,5.3500756612855944e-08,5.348016075641093e-08
51,0.12235239760491567,0.3387256976207245,0.2282342801476312,0.4357283693283546,0.5360824742268041,0.676296824373651,0.5722787724171804,0.00861088085797125,230.32672119140625,2.1841391390617193e-07,1.111711568499959e-07,33,False,2.1841391390617193e-07,1.111711568499959e-07
52,0.0945310982323338,0.09874826737172128,0.16671848233702508,0.07185148296883885,0.5670103092783505,1.1703854647507697,0.8961407798217134,0.00595532244372701,226.4676818847656,6.923161787512078e-07,9.785222224784235e-08,39,False,6.923161787512078e-07,9.785222224784235e-08
