sample,position,xrf_avg,xrf_std,cond,cond_nan,cond_nan_pass,xrf_avg_rel,xrf_avg_rel_pass,condxrf,condxrf_pass
0,0,88515.63020729186,13157.577871479956,0.0,,False,,False,,False
0,1,87937.96796196312,14026.30028766487,0.0,,False,,False,,False
0,2,128872.00337710233,196733.44556845305,0.0,,False,,False,,False
0,3,170890.2663911662,261275.29347894192,0.0,,False,,False,,False
0,4,164642.62703014948,241916.2543450276,0.0,,False,,False,,False
0,5,86311.62656357612,13279.188448941517,0.0,,False,,False,,False
0,6,123735.25294941007,175691.1013937552,0.0,,False,,False,,False
0,7,189535.42624808362,254341.5760170396,0.0,,False,,False,,False
0,8,242653.69148392548,285950.0286202625,0.03872810164444775,0.03872810164444775,True,242653.69148392548,True,1.5960235926191662e-07,True
0,9,245968.5840609655,274158.25604106154,0.0322638571422777,0.0322638571422777,True,245968.5840609655,True,1.3117064224055874e-07,True
0,10,251069.78604279135,252678.90022261476,0.0,,False,,False,,False
0,11,243222.4666177875,252589.0978143561,0.0,,False,,False,,False
0,12,87218.11193316888,13549.578215157857,0.0,,False,,False,,False
0,13,125725.96591792747,176323.18426414375,0.0,,False,,False,,False
0,14,216854.40689639843,275407.05673220544,0.052620392168507016,0.052620392168507016,True,216854.40689639843,True,2.426530911758056e-07,True
0,15,278682.0413695039,274971.70762586873,0.047211162445381726,0.047211162445381726,True,278682.0413695039,True,1.6940870037184977e-07,True
0,16,286156.1021129107,251838.1241064737,0.044675899643377814,0.044675899643377814,True,286156.1021129107,True,1.561242249020771e-07,True
0,17,257041.9249483436,199817.48614570452,0.041340044633665016,0.041340044633665016,True,257041.9249483436,True,1.608299682706349e-07,True
0,18,269155.0578773133,174269.69667662564,0.04143572171201036,0.04143572171201036,True,269155.0578773133,True,1.5394740131875085e-07,True
0,19,289995.33426647994,219862.18290145372,0.03959503219231668,0.03959503219231668,True,289995.33426647994,True,1.3653679047102312e-07,True
0,20,242129.35190739625,222904.23130465896,0.0,,False,,False,,False
0,21,89066.63111822079,14538.282200966094,0.0,,False,,False,,False
0,22,102637.2503277122,129154.81170329315,0.0,,False,,False,,False
0,23,217858.6504921237,299199.58562005014,0.05224499739222825,0.05224499739222825,True,217858.6504921237,True,2.3981144321885475e-07,True
0,24,302810.5490013108,312635.87393132906,0.05287544407347285,0.05287544407347285,True,302810.5490013108,True,1.7461559462792682e-07,True
0,25,238067.94196716198,166746.35900039357,0.04779052783545636,0.04779052783545636,True,238067.94196716198,True,2.0074323086326496e-07,True
0,26,201533.02672798766,29554.35074348839,0.04617975807282367,0.04617975807282367,True,201533.02672798766,True,2.2914238337299042e-07,True
0,27,198742.47372747667,28307.376658981182,0.039346725197356144,0.039346725197356144,True,198742.47372747667,True,1.9797844144432806e-07,True
0,28,198671.3768357439,36032.168466683,0.035130712598902346,0.035130712598902346,True,198671.3768357439,True,1.7682825356340822e-07,True
0,29,194112.28865338035,38808.89342224257,0.0321991430520068,0.0321991430520068,True,194112.28865338035,True,1.6587895220535833e-07,True
0,30,207078.58428314328,122562.3775250167,0.03468616306520235,0.03468616306520235,True,207078.58428314328,True,1.6750241549737064e-07,True
0,31,228443.2002488391,216235.32044881038,0.0,,False,,False,,False
0,32,86116.11011131105,13719.581769265978,0.0,,False,,False,,False
0,33,178275.45601990708,305154.1881088508,0.034921739508717464,0.034921739508717464,True,178275.45601990708,True,1.9588641245611475e-07,True
0,34,295514.23048723576,359054.43147919263,0.03709007191500015,0.03709007191500015,True,295514.23048723576,True,1.2551027357920142e-07,True
0,35,283854.3402430625,252581.97225455014,0.0398232473611054,0.0398232473611054,True,283854.3402430625,True,1.4029465720694997e-07,True
0,36,196707.32520162626,24498.937553698583,0.045081282679703565,0.045081282679703565,True,196707.32520162626,True,2.2917948090390108e-07,True
0,37,196760.64787042586,26455.917321733512,0.03547317940051187,0.03547317940051187,True,196760.64787042586,True,1.802859453068698e-07,True
0,38,194823.257570708,25928.467165685717,0.04829755266641126,0.04829755266641126,True,194823.257570708,True,2.479044507757624e-07,True
0,39,189073.29645182067,23459.533555536942,0.034896499599425555,0.034896499599425555,True,189073.29645182067,True,1.845659871293238e-07,True
0,40,184878.57983958753,25778.85267187086,0.032502844637354485,0.032502844637354485,True,184878.57983958753,True,1.758064382880701e-07,True
0,41,180923.8152369525,27121.32677899564,0.030566625768521375,0.030566625768521375,True,180923.8152369525,True,1.689474972020065e-07,True
0,42,207185.22962074238,142819.50519492198,0.030983324863082463,0.030983324863082463,True,207185.22962074238,True,1.4954408149556894e-07,True
0,43,86942.61147770443,14442.816680783964,0.0,,False,,False,,False
0,44,268115.26583572174,410758.7938487175,0.027207471918050768,0.027207471918050768,True,268115.26583572174,True,1.0147677280980038e-07,True
0,45,326494.70105978794,390481.1918487414,0.04087281084860158,0.04087281084860158,True,326494.70105978794,False,1.25186751012896e-07,False
0,46,222790.99735608426,104405.14628312807,0.05211241586124756,0.05211241586124756,True,222790.99735608426,True,2.3390718870905226e-07,True
0,47,203683.70770290372,24690.442996,0.03605171319543689,0.03605171319543689,True,203683.70770290372,True,1.7699851206569004e-07,True
0,48,203843.67570930245,29557.503995426465,0.049087343564771964,0.049087343564771964,True,203843.67570930245,True,2.408087638430072e-07,True
0,49,200111.08889333237,29823.689576930592,0.03768076911617413,0.03768076911617413,True,200111.08889333237,True,1.8829925580115935e-07,True
0,50,195009.88691150647,26793.684548022306,0.040796150871509215,0.040796150871509215,True,195009.88691150647,True,2.0920042320737356e-07,True
0,51,189855.36226088105,22897.476695705747,0.03343788643896658,0.03343788643896658,True,189855.36226088105,True,1.7612294981175953e-07,True
0,52,186895.95414250472,30982.8337504444,0.035256401297022545,0.035256401297022545,True,186895.95414250472,True,1.8864186471441854e-07,True
0,53,194076.740207514,73367.15888099892,0.0291276822980443,0.0291276822980443,True,194076.740207514,True,1.500833240856164e-07,True
0,54,87013.7083694372,14813.361991404463,0.0,,False,,False,,False
0,55,320060.43235797284,458988.5027822219,0.0,,False,,False,,False
0,56,390161.96760647866,433288.5968682515,0.03249738378651205,0.03249738378651205,True,390161.96760647866,False,8.329203378246555e-08,False
0,57,240378.59094847692,118373.15415552902,0.03647584648910726,0.03647584648910726,True,240378.59094847692,True,1.5174332433342845e-07,True
0,58,212162.01204203593,28207.719794681503,0.034548251383441544,0.034548251383441544,True,212162.01204203593,True,1.6283900709141303e-07,True
0,59,212330.8671599013,30741.038836109015,0.03378613430080089,0.03378613430080089,True,212330.8671599013,True,1.5912022002602833e-07,True
0,60,208660.49012419727,30116.470987126533,0.028136762674124342,0.028136762674124342,True,208660.49012419727,True,1.348447070999258e-07,True
0,61,199915.57244106726,26792.61449792217,0.023885166262509742,0.023885166262509742,True,199915.57244106726,True,1.1947626676031357e-07,True
0,62,194094.5144304472,23157.79011540687,0.02119602957185261,0.02119602957185261,False,,False,1.0920468120415686e-07,False
0,63,196040.7918416316,30068.453885557457,0.016922656906451762,0.016922656906451762,False,,False,8.632212075598255e-08,False
0,64,223128.7075918149,143538.08272470665,0.0,,False,,False,,False
0,65,88577.83998755799,14463.03603073564,0.0,,False,,False,,False
0,66,285622.875424915,440674.7237445921,0.0,,False,,False,,False
0,67,419400.564331578,448363.7297413883,0.0,,False,,False,,False
