sample,conductance_mean,conductance_std,conductance_mean_nz,conductance_std_nz,conductive_fraction
0,0.02587435839967168,0.025007735395992492,0.04253919940285005,0.017868109932996323,0.6082474226804123
1,0.0013548249528644877,0.00798710137430464,0.0438060068092851,0.014249528493462085,0.030927835051546393
2,0.010435163067371743,0.03591409355056193,0.05623393430750328,0.06614577064253245,0.18556701030927836
3,0.08479634478904252,0.06340089779489924,0.12654223760826344,0.02675764387031691,0.6701030927835051
4,0.10247200612184561,0.08095697876969063,0.15530913427842222,0.04156160177312934,0.6597938144329897
5,1.8186531587571614e-06,1.7819089032223576e-05,0.00017640935639944466,0.0,0.010309278350515464
6,0.11282829126521482,0.3000757817318952,0.19543471879867563,0.3739351040297331,0.5773195876288659
7,0.030805401635460587,0.054259076584736686,0.08537497024684791,0.05916368616619704,0.36082474226804123
8,0.07088256336677652,0.06745866473783306,0.12501106630140585,0.03548334504905811,0.5670103092783505
9,0.024349522419113173,0.03905549404290155,0.0414369065728768,0.04344757099093598,0.5876288659793815
10,0.05092800125666131,0.046531225244693275,0.08821457360528835,0.021474136842979382,0.5773195876288659
11,0.05314632532377202,0.06992591821445018,0.13932955557853743,0.028476290953525614,0.38144329896907214
12,0.04701145907675649,0.05196008912414853,0.10133581178767509,0.017739113351596746,0.4639175257731959
13,0.10122918934312138,0.18606001746510875,0.20039247686291378,0.22058691453855023,0.5051546391752577
14,0.07144094754900547,0.22194203665280116,0.17768645928855203,0.3219250907213823,0.4020618556701031
15,0.04895187749656408,0.30327158943239496,0.1187083029291679,0.4634171460346007,0.41237113402061853
16,0.06786659575947263,0.09885175131344978,0.13434815895242538,0.10204038438405405,0.5051546391752577
17,0.052736187300152434,0.053564976436078264,0.10230820336229572,0.02224043836786129,0.5154639175257731
18,0.0014006114165399887,0.006196733929901166,0.022643217900729817,0.011823330052619627,0.061855670103092786
19,0.06683288295400618,0.08549145437411786,0.1473361283304227,0.06520368526049605,0.4536082474226804
20,0.08111458172685558,0.16634233773771917,0.16057376382663247,0.20497755354243224,0.5051546391752577
21,0.010426518007366353,0.02873249093651601,0.04397270637889288,0.04479482284402125,0.23711340206185566
22,0.002697137837476112,0.004948697554817669,0.009689717416117884,0.004497228294620563,0.27835051546391754
23,0.0,0.0,,,0.0
24,0.0,0.0,,,0.0
25,0.0,0.0,,,0.0
26,0.0,0.0,,,0.0
27,0.0,0.0,,,0.0
28,0.03909550693745357,0.04468875482740086,0.08068647176453184,0.027673360931623033,0.4845360824742268
29,0.01227822748817159,0.029838512303355977,0.05413582119784746,0.04073795226469836,0.2268041237113402
30,0.0,0.0,,,0.0
31,0.017155918761406708,0.04957675032794809,0.11094160799043004,0.07409040749667568,0.15463917525773196
32,0.0951090268146617,0.09759877594900951,0.16185220352670499,0.0735361613950438,0.5876288659793815
33,0.016316271200152097,0.01874582277654466,0.02986185483801421,0.015448067700428508,0.5463917525773195
34,0.013050553954085685,0.017387552509483185,0.026372994448881488,0.016112100859992123,0.4948453608247423
35,0.08452045829625215,0.6940204428620718,0.5465656303157638,1.6918111444154984,0.15463917525773196
36,0.09820434297844112,0.09556567910585258,0.1831888705559383,0.03831400750616861,0.5360824742268041
37,0.015218865042115318,0.018119360157756056,0.025898770334827827,0.016796089768297814,0.5876288659793815
38,0.0,0.0,,,0.0
39,0.0,0.0,,,0.0
40,0.028381406455326108,0.043585061296050144,0.08880633632795591,0.024041072464661504,0.31958762886597936
41,0.027736430083150593,0.044585959436242495,0.07686953480187449,0.04162337699623412,0.36082474226804123
42,0.0176818581388751,0.021907761250691993,0.03363020077393892,0.019403610987170233,0.5257731958762887
43,0.03248505035214249,0.03641364427348138,0.06302099768315643,0.025454742253535605,0.5154639175257731
44,0.005108084163067138,0.008374895560259075,0.011522887530639821,0.009181677222971012,0.44329896907216493
45,0.028488354605346742,0.05236676027538121,0.06579453325520557,0.06228011524995262,0.4329896907216495
46,0.018106085529949828,0.020872526381785227,0.031932550843729694,0.018078596998552198,0.5670103092783505
47,0.05268363859871134,0.066657554097593,0.10873006263989361,0.0554629446981559,0.4845360824742268
48,0.057099909540414176,0.0759341644674374,0.1288067726841901,0.061405924954610266,0.44329896907216493
49,0.053658700042588714,0.06422875092623327,0.12104404428211873,0.03390262381204779,0.44329896907216493
50,0.0809015758189313,0.07949451862892011,0.14268096098975158,0.04827363316160494,0.5670103092783505
51,0.027403618883558207,0.0278880650021666,0.053163020634102914,0.011805764785471537,0.5154639175257731
52,0.01828874205273344,0.03757828681861824,0.055437749347348235,0.04712806546551953,0.32989690721649484
53,0.02963676756898172,0.055728264579980466,0.11056794054581642,0.0513617665786937,0.26804123711340205
54,0.002533549482604862,0.007407411790448228,0.020479524984389305,0.008718108793057002,0.12371134020618557
55,0.026080301807776717,0.04432549280772685,0.09369589908719783,0.026893115243623,0.27835051546391754
56,0.07686828244348241,0.10130832603645527,0.19118521530814853,0.060590041526917465,0.4020618556701031
57,0.0,0.0,,,0.0
58,0.00588232188567327,0.024865257470030606,0.0713231528637884,0.05319032887524646,0.08247422680412371
59,0.015666999865892095,0.05406714859163512,0.037065828951013007,0.07824852638354378,0.422680412371134
60,0.10127966755761239,0.09880585650126765,0.1444724669571824,0.08766919412863458,0.7010309278350515
61,0.03246332111155327,0.04396756083411883,0.06845526408305798,0.04015693538783296,0.4742268041237113
62,0.019567201413070147,0.0400059133850452,0.09490092685339022,0.024759931247637514,0.20618556701030927
63,0.03180384162711861,0.09611643413848596,0.09951524638162922,0.1488920320533842,0.31958762886597936
