INPUT_fuel_oxidizer_ratio,INPUT_acac_amount,INPUT_concentration,INPUT_anneal_temperature,sample
2.1821535933745855,0.49420502563228325,0.0059097074509833316,220.0,0
0.5596750784220919,0.6683970876374391,0.011784455953508709,260.0,1
2.0488488137231364,1.0,0.011970694939058982,200.0,2
0.5737748202139084,0.0,0.005905510363707128,220.0,3
1.1355459320954366,0.1012738488312184,0.011734285226484306,260.0,4
0.597429477540835,0.6580808582750451,0.01170384451414293,200.0,5
1.2397260234347813,0.8518056240749898,0.005967705353508521,220.0,6
2.049728629318369,1.0,0.012062329864339558,260.0,7
0.7342685911844163,0.3444551073110381,0.00618604586537088,223.76487731933594,8
0.7029089086582482,0.31267848356975464,0.006713761349643704,203.22998046875,9
1.0579676926906127,0.03428542355272285,0.0060462823918704086,217.36737060546875,10
0.8093645234062726,0.22141336465086026,0.007379158235370526,227.51571655273438,11
1.2059525087711744,0.5463573116411035,0.0062548992929644725,228.55636596679688,12
0.8013734388317822,0.7785628168064498,0.006049375393239465,212.15252685546875,13
0.6806987032160196,0.9437034886344339,0.006307316228180915,200.70423889160156,14
1.3403712102069854,0.7903584821799786,0.00778804636192947,195.17274475097656,15
0.590947933830117,0.7410464738711184,0.006112236334537575,213.71824645996094,16
0.5692653537932494,0.05561120740638286,0.006445721426913904,232.60682678222656,17
0.551370980981739,0.9827222510156579,0.007126989122156047,189.20944213867188,18
1.1111013617309402,0.9627375794555572,0.006259742320138674,206.88351440429688,19
1.0827245416628473,0.9408246828310736,0.006258836568125098,208.3402557373047,20
1.1824891596087022,0.9919519580460511,0.007216189441139104,201.18482971191406,21
1.2411663517347096,0.7862181295387826,0.005868824063781631,188.13893127441406,22
1.0527064981333405,0.6576613302944416,0.00982227435599731,180.636474609375,23
1.9944537408822727,0.5929851984186832,0.011053304586871078,180.02757263183594,24
1.8102469686744909,0.14871395707989282,0.008753177075953224,181.80055236816406,25
0.6455293023384361,0.6167358602771479,0.00630599786893895,180.0062255859375,26
1.1003763803585205,0.00396513438806981,0.011750045477732163,183.13819885253906,27
0.7620335101096108,0.03180387100087437,0.006985268714961112,217.77413940429688,28
1.8264216833612186,0.9310109619054805,0.009132392736854272,224.55691528320312,29
2.0070127478504713,0.10951841605579271,0.010710007984648016,188.76502990722656,30
0.847653718735741,0.9740191344454708,0.007410297162936387,270.4479064941406,31
1.785844898092694,0.5394322184336099,0.010682412888005236,243.1016845703125,32
1.3420124719955941,0.24101958187729064,0.010972943901470184,216.13864135742188,33
1.0701168425205696,0.3109451428797688,0.010352541599847937,213.9108123779297,34
0.8168513694790988,0.9427720045348038,0.01013747112929223,205.7041778564453,35
1.0471548140881146,0.0390981309447798,0.006408030043847494,271.7425537109375,36
1.7426415381365639,0.12205377087713687,0.010473136893802758,247.79901123046875,37
1.6973597964781484,0.00024644109729920235,0.006682157815903508,182.6995391845703,38
1.421836017713887,0.4403529499655487,0.012356554414087983,185.01507568359375,39
1.5179454683629767,0.5985742049950044,0.008212018967348427,228.2280731201172,40
1.7552931993476606,0.6155084011662998,0.00926853695432729,234.91995239257812,41
1.9505708617303978,0.2200962751870226,0.01029692035730185,250.6461181640625,42
1.9343768171811848,0.5443536020179269,0.006618901651166386,233.92300415039062,43
1.6556657359893279,0.3711442111961117,0.006438066663276185,225.93606567382812,44
1.7426846709673065,0.9339548673709624,0.00749055094916293,262.92864990234375,45
1.8689874504201085,0.19418728641352503,0.0077468246720957595,243.15219116210938,46
1.3014221340848866,0.7058063075503666,0.007879708554569802,265.3187561035156,47
0.7771206867911475,0.3087104306694112,0.011302965816653483,217.81951904296875,48
0.7981396947173981,1.0,0.006338625347929887,241.69459533691406,49
0.5085255935904907,0.894082967969581,0.006674349615267874,269.8730773925781,50
1.5528419213265447,0.5395235700610036,0.006899839617698423,227.1857147216797,51
1.631001932515319,0.9466299258750082,0.009315802715423272,231.01658630371094,52
0.7796628978139069,0.9027891782601767,0.007275243269530563,266.06658935546875,53
1.813030806204214,0.7570755042344808,0.010274401108340304,203.8439483642578,54
0.7438570448018068,0.25918892790908127,0.011232210417525928,223.2939453125,55
0.7269344461964524,0.783271164814733,0.006128187235030031,241.86392211914062,56
1.9312162864812268,0.301562196569912,0.00815403021145398,195.275146484375,57
0.6966460552796632,0.5129196495643721,0.007047114866879338,223.26327514648438,58
1.6684002830724127,0.02134004749678111,0.006219859869869053,242.42926025390625,59
0.7453484705405603,0.33775590960360935,0.00738964468506925,274.74383544921875,60
1.9114890581809871,0.7709276923882521,0.005982236250336009,229.54566955566406,61
1.202726342252897,0.9867168016121354,0.007115807688296333,262.6394348144531,62
1.843081477205707,0.9232917480329668,0.007409058383386836,258.64727783203125,63
1.0515054863822366,0.67110560429702,0.011458391440939983,211.99356079101562,64
