sample,position,xrf_avg,xrf_std
14,32,372556.59979115287,516219.3184608997
14,33,459570.30816059,477653.10774566623
14,34,280663.8672265546,86549.3852840218
14,35,269092.8480970471,85902.57946721843
14,36,269368.3485525116,90066.80812195514
14,37,260427.91441711644,83015.17562019962
14,38,276478.037725788,76573.97949514398
14,39,316603.34599746705,60377.474741642895
14,40,278406.5409140393,79771.31648109948
14,41,263254.0158634939,267592.1830254418
14,42,196476.26030349484,280545.88016953605
14,43,319358.35055211175,494206.51141847635
14,44,467382.0791397276,509050.9942629887
14,45,385105.2011819857,317268.32174421404
14,46,301717.43429091945,63096.48865169988
14,47,313235.13075162726,48937.03402620572
14,48,309235.9305916593,41939.99556867842
14,49,315945.69974893896,55625.9520641671
14,50,324006.30984914117,81828.55165638997
14,51,289213.26845741953,117089.56575309313
14,52,260099.0912928525,266366.6030001532
14,53,194556.6442267102,278992.52224588295
14,54,184851.91850518782,351387.72830502834
14,55,340411.91761647665,468172.5963081741
14,56,410957.8084383122,395973.958992163
14,57,336883.73436423816,166848.20463286428
14,58,330831.6114554866,83552.30689390903
14,59,334821.92450398795,67715.532291933
14,60,329934.01319736044,74886.08344929061
14,61,295923.03761469916,98602.06958063017
14,62,309786.9315025883,230655.35822877492
14,63,265902.3750805394,304076.0805364875
14,64,158341.66500033325,250230.51327022255
14,65,91839.40989579858,26559.447463947094
14,66,168428.5365149192,278720.31045629724
14,67,268746.25074984995,336249.00348216563
14,68,393974.53842564806,391150.16793590813
14,69,424075.1849630072,354674.0329910829
14,70,327934.41311737645,163315.30907129796
14,71,296660.6678664266,84817.39434074797
14,72,306107.6673554177,218046.1743377827
14,73,356568.6862627474,358289.4749181482
14,74,252118.46519584968,331151.3053873052
14,75,103179.36412717453,134593.7994738815
14,76,89662.06758648266,14192.146600612092
14,77,120038.21457930632,165216.76254939518
14,78,266968.8284565308,405222.5996169352
14,79,377879.97955964354,456351.572915325
14,80,364336.0216845519,369611.5078337322
14,81,397484.9474549534,354563.1292041721
14,82,407269.6571796751,385265.6299337209
14,83,317065.47579373006,389888.52377523517
14,84,168037.503610389,264708.5766552141
14,85,86978.15992357081,12882.038975686304
14,86,107729.56519807145,153262.00977253838
14,87,193916.7722011153,331111.95426237746
14,88,280966.02901641885,392496.6846237128
14,89,326681.33040058654,391302.5347977326
14,90,316185.65175853716,400706.3857874922
14,91,187535.82616809968,303328.88974432024
14,92,87129.24081850293,14231.409738106402
14,93,85182.96340731852,12491.0556823275
14,94,88666.71110222396,19177.93765404823
14,95,108378.32433513296,131289.67999826468
14,96,106485.36959274809,131049.2432308683
13,0,113035.170743629,136152.26300917522
13,1,163860.5612210891,221044.70670623757
13,2,222790.99735608432,274113.8107915204
13,3,224879.46855073425,269649.44392569567
13,4,191668.3330000666,248073.01314421734
13,5,146424.04852362856,236089.44461348874
13,6,253176.03146037454,373785.66506876046
13,7,303805.9054855695,349282.7129023541
13,8,303921.4379346352,250407.9870056987
13,9,314728.16547801543,246869.91271497257
13,10,282619.03174920566,245672.88827251707
13,11,253318.22524384008,276467.644094986
13,12,117123.24201826297,172881.48760504284
13,13,268141.9271701215,376867.93129042763
13,14,390899.597858206,426554.234587393
13,15,327196.782865649,294797.88349493954
13,16,273189.80648314767,84564.65993785096
13,17,275802.6172543268,69755.30192206046
13,18,289479.8818014174,121752.56627202308
13,19,318691.81719211704,222498.814927841
13,20,294065.63131818076,304226.420419126
13,21,91608.34499766711,12751.645494672584
13,22,227909.9735608433,367313.487748468
13,23,382225.77706680883,422962.90907931956
13,24,329320.80250616535,302579.77188288776
13,25,255086.7604256925,105052.3549856925
13,26,276513.58617165446,93472.39082999999
13,27,260934.47977071238,49253.20560908569
13,28,259219.26725765943,42875.89298735442
13,29,269146.1707658467,82451.65840197045
13,30,343006.95416472247,288024.7267706218
13,31,261067.78644271143,320229.8035656935
13,32,90079.76182541264,12634.253486237885
13,33,338598.9468772912,459910.22084910615
13,34,418467.4176275855,425071.331680382
