INPUT_fuel_oxidizer_ratio,INPUT_acac_amount,INPUT_concentration,INPUT_anneal_temperature,sample,conductance_mean,conductance_std,conductance_mean_nz,conductance_std_nz,conductive_fraction,condxrf_avg,condxrf_std,condxrf_count,manual,condxrfman_avg,condxrfman_std
2.182153593374585,0.4942050256322833,0.005909707450983332,220.0,0,0.02587435839967168,0.02500773539599249,0.04253919940285005,0.017868109932996326,0.6082474226804123,2.019669615318289e-07,7.12262353917907e-08,50,False,2.019669615318289e-07,7.12262353917907e-08
0.5596750784220919,0.6683970876374391,0.011784455953508707,260.0,1,0.0013548249528644875,0.007987101374304641,0.0438060068092851,0.014249528493462085,0.030927835051546393,2.0082490637500666e-07,1.453980738681421e-07,3,False,2.0082490637500666e-07,1.453980738681421e-07
2.0488488137231364,1.0,0.011970694939058982,200.0,2,0.010435163067371744,0.03591409355056193,0.05623393430750328,0.06614577064253245,0.1855670103092784,7.071578337265558e-08,7.405797590212778e-08,12,False,7.071578337265558e-08,7.405797590212778e-08
0.5737748202139084,0.0,0.005905510363707128,220.0,3,0.08479634478904252,0.06340089779489924,0.12654223760826344,0.02675764387031691,0.6701030927835051,4.5973336878980607e-07,1.1060401036346777e-07,57,False,4.5973336878980607e-07,1.1060401036346777e-07
1.1355459320954366,0.1012738488312184,0.011734285226484306,260.0,4,0.1024720061218456,0.08095697876969063,0.15530913427842222,0.041561601773129335,0.6597938144329897,2.869372035238344e-07,5.939254082632253e-08,32,False,2.869372035238344e-07,5.939254082632253e-08
0.597429477540835,0.6580808582750451,0.01170384451414293,200.0,5,1.8186531587571612e-06,1.7819089032223576e-05,0.00017640935639944466,0.0,0.010309278350515464,1.1464061106241136e-09,0.0,1,True,0.0,1e-07
1.239726023434781,0.8518056240749898,0.005967705353508521,220.0,6,0.11282829126521482,0.3000757817318952,0.19543471879867566,0.3739351040297331,0.5773195876288659,3.9992572879704776e-07,1.7855967924476915e-07,41,False,3.9992572879704776e-07,1.7855967924476915e-07
2.049728629318369,1.0,0.012062329864339558,260.0,7,0.030805401635460587,0.054259076584736686,0.08537497024684791,0.059163686166197035,0.3608247422680412,2.1794061684562331e-07,1.0108409806169787e-07,22,False,2.1794061684562331e-07,1.0108409806169787e-07
0.7342685911844163,0.3444551073110381,0.006186045865370879,223.76487731933597,8,0.07088256336677652,0.06745866473783306,0.12501106630140585,0.03548334504905811,0.5670103092783505,4.923808210490127e-07,7.520342826067798e-08,43,False,4.923808210490127e-07,7.520342826067798e-08
0.7029089086582482,0.31267848356975464,0.006713761349643704,203.22998046875,9,0.024349522419113173,0.03905549404290155,0.0414369065728768,0.043447570990935984,0.5876288659793815,9.997502296286065e-08,6.098768122668014e-08,38,False,9.997502296286065e-08,6.098768122668014e-08
1.0579676926906127,0.03428542355272285,0.006046282391870409,217.36737060546875,10,0.05092800125666131,0.04653122524469328,0.08821457360528835,0.021474136842979386,0.5773195876288659,3.770853804022921e-07,9.294546128609039e-08,46,False,3.770853804022921e-07,9.294546128609039e-08
0.8093645234062726,0.22141336465086026,0.007379158235370526,227.5157165527344,11,0.05314632532377202,0.06992591821445017,0.13932955557853746,0.028476290953525614,0.38144329896907214,3.974000147269693e-07,6.425364859220082e-08,35,False,3.974000147269693e-07,6.425364859220082e-08
1.2059525087711744,0.5463573116411035,0.0062548992929644725,228.55636596679688,12,0.04701145907675649,0.05196008912414853,0.10133581178767508,0.017739113351596746,0.4639175257731959,4.051479855768375e-07,4.90048060914564e-08,35,False,4.051479855768375e-07,4.90048060914564e-08
0.8013734388317822,0.7785628168064498,0.0060493753932394645,212.15252685546875,13,0.10122918934312138,0.18606001746510875,0.20039247686291375,0.22058691453855025,0.5051546391752577,4.918155350543559e-07,1.6266281794895288e-07,28,False,4.918155350543559e-07,1.6266281794895288e-07
0.6806987032160196,0.943703488634434,0.006307316228180915,200.7042388916016,14,0.07144094754900547,0.2219420366528012,0.17768645928855206,0.3219250907213823,0.4020618556701031,2.735117962856803e-07,1.9152775048480888e-07,30,False,2.735117962856803e-07,1.9152775048480888e-07
1.3403712102069854,0.7903584821799786,0.007788046361929471,195.17274475097656,15,0.04895187749656408,0.30327158943239496,0.1187083029291679,0.4634171460346007,0.4123711340206185,1.2188897086164687e-08,1.364780852178004e-08,24,False,1.2188897086164687e-08,1.364780852178004e-08
0.590947933830117,0.7410464738711184,0.006112236334537575,213.7182464599609,16,0.06786659575947263,0.09885175131344978,0.13434815895242538,0.10204038438405404,0.5051546391752577,3.908540010075752e-07,1.8005191910442855e-07,36,False,3.908540010075752e-07,1.8005191910442855e-07
0.5692653537932494,0.05561120740638286,0.006445721426913904,232.60682678222656,17,0.052736187300152434,0.05356497643607826,0.10230820336229572,0.02224043836786129,0.5154639175257731,3.6355173113725817e-07,6.280740289839356e-08,43,False,3.6355173113725817e-07,6.280740289839356e-08
0.551370980981739,0.982722251015658,0.007126989122156047,189.20944213867188,18,0.0014006114165399887,0.006196733929901166,0.022643217900729817,0.011823330052619627,0.061855670103092786,8.04917438833068e-08,6.935435544140621e-08,6,False,8.04917438833068e-08,6.935435544140621e-08
1.1111013617309402,0.9627375794555572,0.006259742320138674,206.88351440429688,19,0.06683288295400618,0.08549145437411786,0.1473361283304227,0.06520368526049605,0.4536082474226804,5.31703455952576e-07,1.2374313853790872e-07,37,False,5.31703455952576e-07,1.2374313853790872e-07
